column_id	line_number	text
header		S E ( 157 ) S E
left	1	<b>sélam</b> سيلام to baptise, to dive, to dip,
left	2	or duck under water
left	3	<b>sékoo</b> سيقو the elbow, a nook, or in-
left	4	fide of a corner, or angle
left	5	——— <b>máta</b> سيقوماته corner of the eye
left	6	—<b>Dálam fékoo</b> دالام سيقو in a
left	7	corner
left	8	<b>sélak</b> سيلاق to stop or stay work
left	9	<b>séláma</b> سيلامه so long as, whilst
left	10	——— <b>tin’gal doonea</b> سيلامه تنݣل
left	11	دونيه so long as the world endures
left	12	<b>sélang</b> سيلاغ see <b>sálang</b>
left	13	<b>sélat</b> سيلات thin board, thin splinters
left	14	of wood
left	15	——— <b>can</b> سيلات کن to line with thin
left	16	board
left	17	<b>sélémoot</b> سيليموت a long robe, gown,
left	18	cloak, vest, coverlid, quilt, sheet
left	19	<b>sélindang</b> سيلندغ a sheet, quilt, co-
left	20	verlid
left	21	<b>sélórang</b> سيلورغ a canal, chanel, gut-
left	22	ter, sink
left	23	<b>sélóroo</b> سيلورو flouting, jesting, tri-
left	24	fling, bantering, mocking, scoffing
left	25	words
left	26	<b>semboonee</b> سمبوني hidden, secret,
left	27	mysterious, obscure, private, hid, un-
left	28	known, abstruse, ambiguous, covertly
left	29	<b>semboonécan</b> سمبونيکن to hide, to
left	30	make secret, &c.
left	31	<b>semboonéawn</b> سمبونيان a hiding
left	32	place, the turning of a corner, the
left	33	point of an angle, a secret, a mystery
left	34	<b>sembóyan</b> سمبوين a watch word, a
left	35	token to fetch a thing by
left	36	<b>sémoo</b> سيمو deceit, guile, fraud
right	1	<b>Sémoocan</b> سيموکن to deceive, be-
right	2	guile, defraud
right	3	— <b>dáya</b> سيمودايه treachery, trea-
right	4	son, rebellion, conspiracy, private
right	5	knavery
right	6	— <b>dáya sáma sáma</b> سيمودايه سامه
right	7	سامه to conspire together
right	8	<b>Sémoot</b> سيموت an ant, piſmire
right	9	<b>Sempoorna</b> سمپورنه proſperity, con-
right	10	tentment, eaſe and quiet, peace of
right	11	mind, ſafety, happineſs
right	12	<b>Sénang</b> سينغ verdigris, ſea-green
right	13	<b>Sénee</b> سيني here, hither, in this place,
right	14	fine, ſmall, ſlender (as a wire, as a
right	15	ſmall ſtream of water)
right	16	— <b>fána</b> سيني سانه hither and thi-
right	17	ther — <b>Marree ſénee</b> ماري سيني
right	18	come hither—<b>Bava ſénee</b> باوه سيني
right	19	bring here — <b>Sooára ſénee</b> سواره
right	20	سيني a fine voice
right	21	<b>Senfára</b> سنساره torment, pain, puniſh-
right	22	ment
right	23	<b>Sépertee</b> سيپرتي as, as if, even as, like
right	24	as, according as, according to
right	25	— <b>addat négree</b> سيپرتي عدت
right	26	نيݣري according to the cuſtom of
right	27	the country
right	28	— <b>binnátang</b> سيپرتي بناتغ like (as
right	29	a beaſt)
right	30	— <b>boonee ſoorat</b> سيپرتي بوني
right	31	سورات according to the contents of
right	32	the letter
right	33	— <b>dálam fermawn Allah</b> سيپرتي
right	34	دالام فرمان الله like as it is in the
right	35	Scripture
right	36	S ſ
