column_id	line_number	text
header		sivut-
header		suġuk-
left	1	<b>sivuġaŋiuti-</b> <i>vt.</i> to present before. <b>Taipkua</b>
left	2	<b>uvuŋa sivuġaŋiutiruksraugaluaqtut ilipnun.</b>
left	3	They should have come here to present [their
left	4	case] before you.
left	5	<b>sivut-</b> <i>vi.</i> to navigate; to direct the tiller man of a
left	6	boat.
left	7	<b>sivutmun</b> <i>pos.adv.</i> forward.
left	8	<b>sivutmuu-</b> <i>vi.</i> 1) to be obstinate, to be head strong;
left	9	to be stubborn. 2) to move forward; to keep on
left	10	going.
left	11	<b>sivutmuuniaq-</b> to persist (of a Christian), to
left	12	press forward.
left	13	<b>sivuuġa-</b> <i>vi.</i> to be afraid; to fear something; to be
left	14	apprehensive; to have a premonition. <i>Syn:</i> <b>iqsi-;</b>
left	15	<b>manŋait-; naŋiaq-; nuyuaġi-; qapiya-;</b>
left	16	<b>qikisu-; tatamaa.</b>
left	17	<b>sivuuġanaq-</b> <i>vi.</i> to be fear-inspiring; to be terrible.
left	18	<b>sivvuq-</b> <i>vi.</i> to wring out.
left	19	<b>siyyuġun</b> <i>n.</i> dog muzzle, restraining applicance for
left	20	dogs. <i>Syn:</i> <b>ivraġun.</b>
left	21	<b>siyyuk-</b> <i>vi.</i> to pout, to protrude one's lip forward,
left	22	showing displeasure. <i>Syn:</i> <b>sigguk-.</b>
left	23	<b>siyyukpaligauraq</b> <i>n.</i> 1) dunlin. <i><u>Erolia Alpina.</u></i>
left	24	2) red-backed sandpiper. <i><u>Erolia Alpina pacifica.</u></i>
left	25	<b>siyyukpalik</b> <i>n.</i> long-billed dowitcher. <i><u>Limnodromus</u></i>
left	26	<i><u>scolopaceus.</u></i>
left	27	<b>siyyuuk</b> 1) <i>n.</i> protruding mouth and lips of an animal,
left	28	snout, muzzle. <i>Syn:</i> <b>umilġuq.</b> <i>Variant:</i>
left	29	<b>sigguuk.</b> 2) beak; bill of a bird. <i>Variant:</i>
left	30	<b>sigguuk.</b>
left	31	<b>siyyuk</b> one mandible of beak (of bird).
left	32	<b>siyyuum kipiŋaruq</b> <i>n.</i> white-winged crossbill.
left	33	<i><u>Loxia leucoptera.</u></i>
left	34	<b>skuaġruaq</b> <i>n.</i> barge. <i>Syn:</i> <b>paachaq.</b>
left	35	<b>su-</b> base. question base: what?
left	36	<b>sua?</b> what?; what's that?; huh?
left	37	<b>sugnamiñ</b> from what direction?
left	38	<b>sukniqpa</b> from which direction is the wind
left	39	blowing?
left	40	<b>sukun?</b> by which way? by what means?
left	41	<b>suliaqpich?</b> What brings you here? What did
left	42	you come to do? What are you up to?
left	43	<b>sumik?</b> what (is it)? (focus on object).
left	44	<b>sumiñ?</b> from where? from what?
left	45	<b>suvich?</b> what are you presently doing?
left	46	<b>sua</b> what?; what's that?; huh? <i>See:</i> <b>su-.</b>
left	47	<b>suaguti-</b> <i>vt.</i> to scold someone. used when someone
left	48	other than the person in charge scolds the
left	49	wrongdoer.
left	50	<b>suaġruich</b> <i>n.</i> 1) possessions. 2) necessities.
left	51	<b>suakataala-</b> <i>vt.</i> to nag (fault finding in mean way).
left	52	<i>Syn:</i> <b>suaŋmik-; uqaala-.</b>
left	53	<b>suakataq-</b> <i>vt.</i> to scold. <i>Syn:</i> <b>suak-; suaguti-;</b>
left	54	<b>suallak-; suaŋmik-.</b> <i>See:</i> <b>avutqak-.</b>
right	1	<b>suakataqti</b> <i>n.</i> person who scolds. <i>Variant:</i> <b>suakti.</b>
right	2	<b>sua-li</b> <i>excl.</i> what things then? implied: which things
right	3	are you talking about?
right	4	<b>suallak-</b> <i>vi.</i> to become excited over something. <i>Syn:</i>
right	5	<b>upit-.</b>
right	6	<b>suallak-</b> <i>vt.</i> to scold slightly. <i>Syn:</i> <b>avutqak-;</b>
right	7	<b>suakataq-; suaguti-; suaŋmik-.</b>
right	8	<b>sualuk</b> <i>n.</i> old item, item that is not good.
right	9	<b>suama-</b> <i>vi.</i> to be strong (of wind).
right	10	<b>suamait-</b> <i>vi.</i> to be calm (of wind). <i>Syn:</i> <b>qasuaq-;</b>
right	11	<b>quunniq-.</b>
right	12	<b>suammak-</b> <i>vi.</i> 1) to become strong again (of wind).
right	13	2) to work better.
right	14	<b>suaŋa-</b> <i>vi.</i> to be strong.
right	15	<b>suaŋait-</b> <i>vi.</i> to be weak.
right	16	<b>suaŋmik-</b> <i>vt.</i> to scold; to nag repeatedly. <i>Syn:</i>
right	17	<b>suakataala-; suakataq-; uqaala-.</b>
right	18	<b>suaŋŋak-</b> <i>vi.</i> to gain strength; to become healthy.
right	19	<b>suaŋŋan</b> <i>n.</i> power.
right	20	<b>suaqłuiq-</b> <i>vt.</i> to clean, to remove filth.
right	21	<b>suaqłuk</b> <i>n.</i> trash; unusable things.
right	22	<b>suaqłukuvik</b> <i>n.</i> trash can.
right	23	<b>suaqłuu-</b> <i>vi.</i> to be dirty, to be filthy.
right	24	<b>suataaq</b> <i>n.</i> wood trap attachment (stick from tree or
right	25	willow to which an animal trap is attached to
right	26	prevent an animal from escaping with the trap).
right	27	<b>suginġiq-</b> <i>vi.</i> to risk. <i>Lit:</i> 'don't care'. <i>Syn:</i>
right	28	<b>suksraaġi-.</b>
right	29	<b>sugnamiñ?</b> <i>quest.</i> from what direction? <i>See:</i> <b>su-.</b>
right	30	<b>suġaiḷaq</b> <i>n.</i> open meadow, bare land.
right	31	<b>suġait-</b> <i>vi.</i> to be bare (of land: free from brush and
right	32	trees, etc.). <i>See:</i> <b>qattaq-.</b>
right	33	<b>suġait-</b> <i>vi.</i> 1) to be whole; to be complete; to be uncut,
right	34	to be undivided (often of an entire carcass). 2) to
right	35	be well; to be healthy. <i>Syn:</i> <b>sayak-; tauttuġik-.</b>
right	36	<b>suġaliq</b> <i>n.</i> thing; wealth; treasure; property.
right	37	<b>suġaliqpik</b> <i>n.</i> warehouse. <i>Syn:</i> <b>suġautaqaġvik.</b>
right	38	<b>suġallak-</b> <i>vi.</i> to become wealthy; to acquire property.
right	39	<b>suġautat</b> <i>n.</i> 1) supplies; necessities. <i>Syn:</i> <b>suurat.</b>
right	40	2) possessions; belongings of a traveler. <b>Putu</b>
right	41	<b>suġuataisuqtuq.</b> Putu came and picked up his
right	42	belongings. <i>Variant:</i> <b>suġusrit.</b>
right	43	<b>suġliq</b> <i>n.</i> horned grebe. <i><u>Podiceps auritus.</u></i>
right	44	<b>suġlitchauraq</b> <i>n.</i> red-necked grebe. <i><u>Podiceps</u></i>
right	45	<i><u>grisegena.</u></i>
right	46	<b>suġlu</b> <i>n.</i> nasal cavity.
right	47	<b>suġluq</b> <i>n.</i> nasal passage; nasal cavity.
