column_id	line_number	text
header		ΛΕΙΡ = 277 = ΛΕΠΡ
left	1	from the library; <b>θὰ λείψω διὰ τρεῖς</b>
left	2	<b>μῆνας</b>, I shall be absent for three
left	3	months; <b>δὲν θέλω λείψει νὰ πράξω τοῦτο</b>,
left	4	I shall not fail to do this; <b>λεῖψέ με</b>,
left	5	let me quiet; <b>δὲν θέλω λείψει</b>, I shall
left	6	not fail; <b>ὀλίγον ἔλειψε νὰ τὸν σκοτώσωσι</b>,
left	7	they had all but killed him, they
left	8	almost killed him; <b>ἂς λείψῃ</b>, never
left	9	mind.
left	10	<b>Λειρὶ</b>, s. n. vul. the comb of a cock.
left	11	<b>Λείριον</b>, <i>ίου</i>, s. n. (<i>βοτ.</i>) a tulip.
left	12	<b>Λειτουργία</b>, <i>ας</i>, s. f. divine service, mass;
left	13	liturgy; wafer for consecration;
left	14	(<i>ἀρχ.</i>) function.
left	15	<b>Λειτουργικός</b>, <i>ή, όν</i>, a. liturgical.
left	16	<b>Λειτουργὸς</b>, <i>οῦ</i>, s. m. a minister (of reli-
left	17	gion), a clergyman; (<i>ὑπάλληλος</i>) a
left	18	functionary.
left	19	<b>Λειτουργῶ</b>, <i>έω</i>, v. n. to officiate as a minis-
left	20	ter, celebrate mass, perform the
left	21	liturgy; to act, work; v. m. <b>—οῦμαι</b>,
left	22	to attend mass.
left	23	<b>Λειχὴν</b>, <i>ῆνος</i>, s. f. (<i>βοτ.</i>) a lichen; ring-
left	24	worm; an eruption.
left	25	<b>Λειχηνιάρης</b>, <i>η</i>, s. m. vul. a person af-
left	26	fected with an eruption.
left	27	<b>Λείχω</b>, v. a. to lick.
left	28	<b>Λειψανάβατος</b>, <i>ον</i>, a. vul. unleavened.
left	29	<b>Λειψανδρία</b>, <i>ας</i>, s. f. want of men, of
left	30	people; depopulation.
left	31	<b>Λειψανδρῶ</b>, <i>έω</i>, v. n. to become depopu-
left	32	lated.
left	33	<b>Λειψανοθήκη</b>, <i>ης</i>, s. f. a box of relics.
left	34	<b>Λείψανον</b>, <i>άνου</i>, s. n. remnant, residue,
left	35	remains; mortal remains, a corpse,
left	36	dead body; relic.
left	37	<b>Λειψόπητα</b>, <i>ας</i>, s. f. vul. unleavened
left	38	cake.
left	39	<b>Λειψὸς</b>, <i>ὴ, ὸν</i>, a. vul. short in measure
