column_id	line_number	text
header		54
left	1	purɛkʷe kind of tree, the leaf
left	2	has a concave form and is used
left	3	to dip water (cf. pu).
left	4	purɛu dust (in the air).
left	5	puru (sever, break or cut in
left	6	two) (in: capuru, cikopuru,
left	7	çɔpuru, jipuru, jɔpuru, kɛpuru,
left	8	kipuru, kʷipuru, šɛpuru,
left	9	tipuru, tupuru, and presumably
left	10	tapuru) (variant: buru) (see
left	11	pɨrɨ).
left	12	puuru the second (as in count-
left	13	ing yam piles) (cf. puu, ru).
left	14	pušaa pubis.
left	15	pušaarɛ his pubis.
left	16	puušee the third (in counting
left	17	piles of yams) (cf. puu, šee).
left	18	"pũšɛmɛ̃ wing [pũ ""feather"", šɛ̃"
left	19	"side, mɛ̃ ""arm""]."
left	20	pušɛpʷĩrĩ to turn over on the
left	21	side, to expose the bottom
left	22	(cf. pu, šɛpʷĩrĩ).
left	23	puu šɔpia the maternal clan (cf.
left	24	puu, šɔpia).
left	25	putu to bank, bank earth around
left	26	(as crops).
left	27	puvii bring, press, two things
left	28	together (cf. pu, vii).
left	29	pũxɨ̃rɨ̃ run (person) (cf. xɨ̃rɨ̃).
left	30	pũxʷã beard (cf. pũ, xʷã).
left	31	pũxʷajimɛ̃ under arm hair (cf.
left	32	pũ, xʷajimɛ̃).
left	33	pũxʷanũ fibers in coconut husk
left	34	and also the fibrous sheets of
left	35	the coconut tree.
left	36	pɨ exhale smoke, blow water off
left	37	mouth (rain, or after diving).
left	38	pɨ̃dɨ̃ to each, for each, apiece,
left	39	to all sides.
left	40	fɛ pɨdɨ go, each in his own
left	41	way.
left	42	pɨ̃rɨ̃ broken, severed, interrupted,
right	1	stopped, cleared up (weather)
right	2	(see puru, buru).
right	3	pɨɨtɛ a meeting, encounter,
right	4	junction.
right	5	pɨtɨ (to bring things together).
right	6	in:
right	7	fʌpɨtɨ tie things together.
right	8	kapɨtɨ to pick up a number of
right	9	things and put them together.
right	10	nepɨtɨ hand signal (palm
right	11	forward) for infiltration
right	12	through woods.
right	13	nɛpɨtɨ to fold up (as a spread
right	14	out cloth).
right	15	pupɨtɨ to bring together,
right	16	fold something together on it-
right	17	self.
right	18	(Presumably related to bɨtɨ.)
right	19	PW
right	20	pʷa 1. in:
right	21	pʷakʷetaa seashore.
right	22	pʷanãwã beach.
right	23	pʷa 2. the reverse, back, bottom.
right	24	pʷare its bottom.
right	25	pʷã 1. in:
right	26	pʷadia to split with a blunt
right	27	instrument.
right	28	pʷagɔrɔ to break, shatter with
right	29	a stick, etc.
right	30	pʷaamε to kill, stun, with a
right	31	stick, etc.
right	32	pʷã 2. in:
right	33	pʷãcii dam up water.
right	34	pʷade obstruct water.
right	35	pʷã 3. 1. fruit.
right	36	pʷãrɛ its fruit.
right	37	2. A drop (of liquid).
right	38	pʷã 4. to peel (as a banana)
right	39	(syn: pɔru).
right	40	pʷã 5. beat clothes (balled up)
right	41	to wash them.
right	42	pʷã 6. white (a variant form)
right	43	(especially with çɔme)
