column_id	line_number	text
header		A L ( 3 ) A L
left	1	<b>A'kir</b> اقر last, last end, last state—fádoo
left	2	<b>éang ákir</b> سادو ياغ اقر the last gasp
left	3	<b>éang partáma daen éang ákir</b> باغ
left	4	<b>پرتامه داين ياغ اکر</b> the first and the
left	5	last
left	6	<b>A'kirat</b> اقيرت the world to come, last
left	7	times
left	8	<b>A'kir moofim</b> اقر موسم autumn, the
left	9	latter part of a season
left	10	<b>A'kirnea</b> اقرنيه his last
left	11	<b>A'ko</b> اقو me, I
left	12	<b>A'koee</b> اقوي a representative, a deputy
left	13	<b>A'ko lah de sénee</b> اقو له د سيني I am
left	14	here
left	15	<b>A'ko poonea</b> اقو يونيه mine
left	16	<b>A'lam</b> الام a banner, a flag, a juri-
left	17	diction
left	18	<b>A'lámaan</b> الامعن a court-yard, a road-
left	19	way, a broad open way
left	20	<b>A'lámat</b> الامت a miracle, a wonder, a
left	21	sign, token from Heaven, a sacra-
left	22	ment, an omen, a badge
left	23	<b>A'lámat sooratan</b> الامت سوراتن a su-
left	24	perscription
left	25	<b>A'leh</b> اله to shoot as a star, to circulate
left	26	as the stars, as the blood
left	27	<b>A'lépa</b> اليپه careless, heedless, forget-
left	28	ful, negligent, neglect
left	29	A <b>Alfaki</b> الفاقي a judge
left	30	<b>A'lia</b> اليه ginger
left	31	<b>A'lim</b> الم learned, wise
left	32	<b>A'lim boodee</b> الم بودي a learned man,
left	33	a wise man
left	34	A <b>A'lkit'ab</b> الکتاب the Bible
left	35	<b>Alla</b> الله put out of one's right, taken,
left	36	overcome, conquered, worsted, beat-
right	1	en, to subdue, to loose, as at play,
right	2	as a wager
right	3	<b>Alla prang</b> الله پراغ to loose a battle
right	4	<b>Allah can</b> الله کن to subdue, defeat,
right	5	master, overcome, prevail against,
right	6	vanquish, rout, convince
right	7	<b>Allah</b> الله God
right	8	<b>Allah éang bénar fátoo saja</b> الله ياع
right	9	بينر ساتو ساجه the true God is only
right	10	one
right	11	<b>Allah poonea álámaan</b> الله پونيه
right	12	الامعان the way of God
right	13	<b>Allahhee</b> اللهي godly
right	14	A <b>Allah taallah</b> الله تعالله Jehovah, Lord,
right	15	Lord God
right	16	<b>Allas</b> اللس a foot under a pillar, prop,
right	17	a stool
right	18	<b>Allas cakkee</b> اللس کقي a foot-stool
right	19	<b>A'loe</b> الوي aloes
right	20	<b>A'loh</b> الوه a sigh
right	21	<b>A'loo</b> الو a pestle, a stamper
right	22	<b>A'loo léfong</b> الوليسوغ a pestle to a
right	23	mortar
right	24	<b>A'loos</b> الوس fine, as linnen, thin and
right	25	fine—<b>cay'in áloos</b> کاين الوس fine
right	26	linnen
right	27	<b>A'loofcan</b> الوسکن make fine
right	28	<b>A'low</b> الو drive, chase, expel
right	29	<b>A'low'an</b> الوان forward, the front, the
right	30	fore part, afore, before
right	31	<b>A'low'an cápal</b> الوان کاپل the fore
right	32	part of a ship
right	33	<b>A'low'an sédékit</b> الوان سيديقت a
right	34	little before
right	35	<b>Aluis</b> الويس the eye-brows
