column_id	line_number	text
header		ܐܲܦ                      52                     ܐܸܦܸܣܩܘܿܦܹܐ
left	1	<b>ܐܵܦ</b> <i>conj.</i> Also, too, and.
left	2	<b>ܐܵܦܹܐ</b>, colloq. <b>ܐܵܦܹܐ</b>, <b>ܐܵܦܹܝܬ</b> <i>v. t.</i> To bake
left	3	bread. <i>p. p.</i> <b>ܐܸܦܝܵܐ</b>, <b>ܐܸܦܝܼܬ݂ܵܐ</b> <i>f.</i>, <b>ܐܸܦܝܹܐ</b>,
left	4	<i>plur.</i> <b>ܐܵܦܝܹܐ</b>, <b>ܐܵܦܝܵܬ݂ܵܐ</b> <i>pres.</i> <b>ܐܵܦܹܐ</b>,
left	5	<b>ܐܵܦܝܵܐ</b>, <i>inf.</i> <b>ܐܸܦܵܝܵܐ</b>, <b>ܡܹܐܦܝܵܐ</b>.
left	6	<b>ܐܹܝܦܵܐ</b> (<b>ܐܹܝܦܵܐ</b>) [H. אֵיפָה] <i>m.</i> Ephah, a
left	7	measure of capacity.
left	8	<b>ܐܸܦܘܼܐ</b> Mould. See <b>ܐܲܦܘܼܐ</b>.
left	9	<b>ܐܸܦܘܿܕ݂ܵܐ</b> (<b>ܐܸܦܘܿܕ݂</b>) [H. אֵפוֹד] <i>m.</i> Ephod.
left	10	<b>ܐܲܦܘܼܐ</b> <i>f.</i> The covering or coating in-
left	11	crusted on the surface of a liquid
left	12	or a wet substance which lies long
left	13	in warm and damp air, mould.
left	14	<b>ܐܲܦܘܼܟ݂ܵܐ</b> (<b>ܐܲܦܘܼܟ݂ـ</b>) Mt. <i>m.</i> A gibbet, a
left	15	club used to throw into trees to
left	16	beat down fruit.
left	17	<b>ܐܲܦܘܿܠܝܼܘܿܢ</b> [G. Ἀπολλύων] Apollyon, the
left	18	destroyer, used in Rev. 9. 12 for
left	19	<b>ܐܲܒܲܕ̇ܘܿܢ</b> Abaddon.
left	20	<b>ܐܲܦܙܲܠ</b> [A. افضل] Alk. <i>adj. indecl.</i>
left	21	Better, more.
left	22	<b>ܐܵܦܲܬ݂ܵܐ</b>, colloq. <b>ܐܵܦܲܬ݂ܵܐ</b> <i>v. n.</i> Baking.
left	23	<b>ܐܵܦܘܼܬ݂ܵܐ</b> colloq. <i>n.</i> Baking, the act of
left	24	baking.
left	25	<b>ܐܵܦܘܿܝܵܐ</b> (<b>ܐܵܦܘܿܝـ</b>) <i>f.</i> <b>ܐܵܦܘܿܝܬܵܐ</b>, <i>ptcpl.</i> Baker.
left	26	<b>ܐܸܦܝܼܩܘܿܪܹܐ</b> (<b>ܐܸܦܝܼܩܘܿܪܹܐـ</b>) <i>adj.</i> and <i>n.</i> Epi-
left	27	curian, epicure.
left	28	<b>ܐܸܦܝܼܩܘܿܪܘܼܬ݂ܵܐ</b> Epicurianism.
right	1	<b>ܐܸܦܝܵܢܵܐ</b> <i>n.</i> Baking, the act of baking.
right	2	<b>ܐܸܦܝܵܢܵܐ</b> (<b>ܐܸܦܝܵܢـ</b>) A piece of cloth about
right	3	the size of square yard, used as a
right	4	covering for dough or bread.
right	5	<b>ܦܠܝܼܓ̰ܵܐ</b> [comp. A. فلج] <i>adj. m.</i> and <i>f.</i>
right	6	Palsied, paralyzed.
right	7	<b>ܐܸܦܠܵܛܘܿܢ</b>, <b>ܐܵܦܠܵܛܘܿܢ</b> Plato the philo-
right	8	sopher; a learned man.
right	9	<b>ܐܵܦܸܢ</b>, <b>ܐܵܦ ܢܸܢ</b> <i>conj.</i> Though, although,
right	10	notwithstanding.
right	11	<b>ܐܸܦܸܢܕܝܼ</b> [T. افندی] Master, lord, sir.
right	12	<b>ܐܵܦܣܘܼܢ</b> [P. افسون] <i>m.</i> Charming or
right	13	training of snakes; deceit.
right	14	<b>ܐܵܦܣܘܼܢܓ̰ܝܼ</b> (<b>ܐܵܦܣܘܼܢܓ̰ܝܼـ</b>) [P. T. افسونجی] A
right	15	charmer of snakes, an enchanter.
right	16	<b>ܐܵܦܣܘܼܢܒܵܙܘܼܬ݂ܵܐ</b> [P. T. S.] The act of
right	17	charming or training snakes.
right	18	<b>ܐܲܦܣܝܼܢܬ݂ܝܼܢ</b>, <b>ܐܲܦܣܝܼܢܬ݂ܘܿܣ</b> [G. ἀψίνθιον] <i>m.</i>
right	19	absinthium, wormwood.
right	20	<b>ܐܸܦܸܣܩܘܿܦܵܐ</b> (<b>ܐܸܦܸܣܩܘܿܦـ</b>) [G. ἐπίσκοπος] Bishop.
right	21	<b>ܐܸܦܸܣܩܘܿܦܘܼܬ݂ܵܐ</b> Episcopate, Bishopric.
right	22	<b>ܐܸܦܸܣܩܘܿܦܵܝܵܐ</b> (<b>ܐܸܦܸܣܩܘܿܦܵܝـ</b>) <i>f.</i> <b>ܐܸܦܸܣܩܘܿܦܵܝܬܵܐ</b>, <i>adj.</i> Epis-
right	23	copalian, episcopal.
right	24	<b>ܐܸܦܸܣܩܘܿܦܵܝܘܼܬ݂ܵܐ</b> Episcopalianism.
right	25	<b>ܐܲܦܣܵܪܵܐ</b> (<b>ܐܲܦܣܵܪـ</b>) [P. افسار] Alk. A
right	26	halter, a a tether, reins.
right	27	<b>ܐܵܦܲܨ</b> (<b>ܐܵܦܲܨـ</b>) <i>m.</i> Gall-nut.
right	28	<b>ܐܸܦܸܬ݂ܵܐ</b>, <b>ܐܵܦܹܬ݂ܵܐ</b>, colloq. <b>ܐܸܦܸܬ݂ܵܐ</b>
