column_id	line_number	text
header		ΣΥΜΜ = 426 = ΣΥΜΠ
left	1	strain, check; — <i>τὴν γλῶσσαν μου</i>, to
left	2	hold one’s tongue.
left	3	<b>Συμμαθητεύω</b>, v. n. to be a schoolfellow,
left	4	be a fellow-student.
left	5	<b>Συμμαθητὴς</b>, οῦ, s. m. a schoolfellow,
left	6	fellow-scholar.
left	7	<b>Συμμαχία</b>, ας, s. f. alliance.
left	8	<b>Συμμαχικὸς</b>, ὴ, ὸν, a. of alliance; allied,
left	9	confederate.
left	10	<b>Σύμμαχος</b>, άχου, s. m. an ally, an auxili-
left	11	ary.
left	12	<b>Συμμαχῶ</b>, έω, v. n. to be an ally, be al-
left	13	lied, to make an alliance.
left	14	<b>Συμμέθεξις</b>, εως, s. f. see Συμμετοχή.
left	15	<b>Συμμερίζομαι</b>, v. n. to partake of, share
left	16	in, participate in, take a part in.
left	17	<b>Συμμετέχω</b>, v. n. to partake of, partici-
left	18	pate in; to be concerned in, be in-
left	19	terested in.
left	20	<b>Συμμετοχὴ</b>, ῆς, s. f. participation.
left	21	<b>Συμμέτοχος</b>, ον, a. participating; s. m. a
left	22	participant.
left	23	<b>Συμμετρία</b>, ας, s. f, symmetry, propor-
left	24	tion.
left	25	<b>Συμμετρικὸς</b>, ὴ, ὸν, a. symmetrical.
left	26	<b>Σύμμετρος</b>, ον, a. well-proportioned, in
left	27	symmetry, symmetrical; appropri-
left	28	ate.
left	29	<b>Συμμέτρως</b>, adv. in proportion, in sym-
left	30	metry, symmetrically.
left	31	<b>Συμμιγὴς</b>, ὲς, — <b>Σύμμικτος</b>, ον, a. inter-
left	32	mixed, intermingled; <i>συμμιγεῖς ἀριθ-</i>
left	33	<i>μοὶ</i>, complex numbers; s. n. plu.
left	34	<i>σύμμικτα</i>, miscellany, miscellaneous
left	35	works or news.
left	36	<b>Σύμμιξις</b>, εως, s. f. mixture, intermix-
left	37	ture.
left	38	<b>Συμμορία</b>, ας, s. f. a band, a gang.
left	39	<b>Συμμορφοῦμαι</b>, έομαι, v. n. to conform,
left	40	comply with, accommodate one’s
left	41	self to, put up with.
left	42	<b>Συμμόρφωσις</b>, εως, s. f. conformity; con-
left	43	forming to.
left	44	<b>Συμπαγὴς</b>,ὲς, a. strongly joined together,
left	45	compact, coherent.
left	46	<b>Συμπάθεια</b>, είας, s. f. sympathy, compas-
left	47	sion, commiseration.
left	48	<b>Συμπάθειον</b>, ου, s. n. vul. pardon, for-
left	49	giveness, excuse; μὲ — (φρ.), with
left	50	due deference, saving your pres-
left	51	ence; with reverence be it spoken;
left	52	with your permission.
left	53	<b>Συμπαθὴς</b>, ὲς, — <b>Συμπαθητικὸς</b>, ὴ, ὸν, a.
left	54	compassionate, tender, sympathetic,
left	55	congenial.
right	1	<b>Συμπαθῶ</b>, έω, v. n. to sympathize with,
right	2	feel with; be compassionate; v. a. to
right	3	pardon, forgive, excuse.
right	4	<b>Συμπαθῶς</b>, adv. with sympathy, com-
right	5	passionately.
right	6	<b>Συμπαιγνία</b>, ας, s. f. collusion; <i>κατὰ —αν</i>,
right	7	collusively.
right	8	<b>Συμπαίζω</b>, v. n. to play together.
right	9	<b>Συμπαίκτωρ</b>, ορος, s. m. a playfellow,
right	10	playmate, a partner at play.
right	11	<b>Σύμπαν</b>, αντος, s. n. see Σύμπας.
right	12	<b>Συμπανηγυρίζω</b>, v. n. to celebrate a fes-
right	13	tival together.
right	14	<b>Συμπαραλαμβάνω</b>, v. a. to take along
right	15	with, to take away.
right	16	<b>Σύμπας</b>, ασα, αν, a. all together, all in a
right	17	body; s. n. <i>τὸ —αν</i>, the universe.
right	18	<b>Συμπάσχω</b>, v. a. to suffer along with,
right	19	share in pain, sorrow, affliction; to
right	20	compassionate, sympathize with.
right	21	<b>Συμπατριώτης</b>, ου, s. m. a fellow-coun-
right	22	tryman, a compatriot.
right	23	<b>Συμπεθερειὸν</b>, s. n. vul. relationship by
right	24	marriage, affinity, alliance.
right	25	<b>Συμπεθερεύω</b>, — <b>Συμπεθεριάζω</b>, v. n. vul.
right	26	to ally one’s self by marriage, be-
right	27	come akin to, marry into a family.
right	28	<b>Συμπεθεριαστὴς</b>, οῦ, s. m. vul. a match-
right	29	maker (of marriages).
right	30	<b>Συμπέθερος</b>, έρου, s. m. vul. an ally by
right	31	marriage.
right	32	<b>Συμπεραίνω</b>, v. n. to conclude, infer, con-
right	33	jecture, presume, surmise, deduce.
right	34	<b>Συμπέρασμα</b>, ατος, s. n. conclusion, in-
right	35	ference, conjecture, surmise; con-
right	36	sequence; argument; induction, de-
right	37	duction.
right	38	<b>Συμπερασματικὸς</b>, ὴ, ὸν, a. conclusive;
right	39	conjectural.
right	40	<b>Συμπερασμὸς</b>, οῦ, s. m. conclusion, infer-
right	41	ence, conjecture; <i>κατὰ —ὸν</i>, con-
right	42	jecturally, constructively; (διδακτ.)
right	43	inductively.
right	44	<b>Συμπεριλαμβάνω</b>, v. a. to comprise, com-
right	45	prehend, contain, include.
right	46	<b>Συμπεριφέρω</b>, v. a. to lead about, carry
right	47	about; (<i>συνήθως</i>) v. m. —ομαι, to
right	48	behave, demean, deport, bear one’s
right	49	self.
right	50	<b>Συμπεριφορὰ</b>, ᾶς, s. f. behaviour, deport-
right	51	ment, gait, demeanour, conduct;
right	52	<i>καλὴ —</i>, good breeding, polite man-
right	53	ners.
right	54	<b>Συμπηγνύω</b>, v. a. to make solid, fasten
right	55	together.
