column_id	line_number	text
header		17 arɔny
left	1	<b>alak</b> [álàk] <i>adj</i> blue <b>alawë</b>
left	2	[alawe̤]
left	3	<b>alaŋ</b> pl. of <b>alaaŋ</b> tree
left	4	<b>alath</b> [alat̪] <i>n</i> 1) cloth 2) thread
left	5	<b>alaath</b> [alaat̪]
left	6	<b>alawë</b> pl. of <b>alak</b> blue
left	7	<b>alaaŋ</b> [alaaŋ] <i>n</i> tree type <b>alaŋ</b>
left	8	[alaŋ]
left	9	<b>alaath</b> pl. of <b>alath</b> cloth, thread
left	10	<b>Alaathbuor</b> <i>adv</i> July
left	11	<b>alualuaal</b> <i>adv</i> dawn
left	12	<b>amaŋ</b> [amaŋ] <i>n</i> wild yam
left	13	<b>amɛ̈ɛ̈ŋ</b> [amɛ̤ɛ̤ŋ]
left	14	<b>amäl</b> pos.sg of <b>amɛ̈ɛ̈l₁</b>
left	15	<b>amëmïɛ̈ɛ̈r</b> <i>adv</i> dusk, twilight,
left	16	after sunset or before sunrise
left	17	<b>amɛ̈l</b> pl. of <b>amɛ̈ɛ̈l₁</b>
left	18	<b>amɛ̈ɛ̈l₁ {amäl}</b> <i>n</i> sheep <b>amɛ̈l</b>
left	19	<b>{amɛ̈ɛ̈l}</b>
left	20	<b>amɛ̈ɛ̈l₂</b> pos.pl of <b>amɛ̈ɛ̈l₁</b>
left	21	<b>amɛ̈ɛ̈ŋ</b> pl. of <b>amaŋ</b> yam
left	22	<b>anyaŋ</b> [aɲaŋ] <i>n</i> chisel tool
left	23	<b>anyïɛ̈ɛ̈ŋ</b> [aɲⁱɛ̤ɛ̤ŋ]
right	1	<b>anyïɛ̈ɛ̈ŋ</b> pl. of <b>anyaŋ</b> chisel
right	2	<b>aŋät</b> [aŋa̤t] <i>n</i> clotting milk <b>aŋɛ̈t</b>
right	3	[aŋɛ̤t]
right	4	<b>aŋeeth</b> pl. of <b>aŋɛth</b> broth
right	5	<b>aŋɛth</b> [aŋɛt̪] <i>n</i> broth <b>aŋeeth</b>
right	6	[aŋɛɛt̪]
right	7	<b>aŋɛ̈t</b> pl. of <b>aŋät</b> clotting milk
right	8	<b>apaal</b> [apaal] <i>n</i> knife <b>apäl</b>
right	9	[apa̤l]
right	10	<b>apäl</b> pl. of <b>apaal</b> knife
right	11	<b>araany</b> [araaɲ] <i>n</i> sorghum cane
right	12	(sweet) <b>arɔny</b> [arɔɲ]
right	13	<b>Aräl</b> [ara̤l] <i>n</i> Dinka Agaar person
right	14	<b>Arääl</b> [ara̤a̤l]
right	15	<b>Arääl</b> pl. of <b>Aräl</b> Dinka Agaar
right	16	<b>ariɛr</b> [ariɛr] {<b>ariɛrë</b>} <i>n</i> noise
right	17	<b>arir</b> [arir] {<b>ariir</b>}
right	18	<b>ariɛrë</b> pos.sg of <b>ariɛr</b> noise
right	19	<b>arir</b> pl. of <b>ariɛr</b> noise
right	20	<b>ariir</b> pos.pl of <b>ariɛr</b> noise
right	21	<b>arɔny</b> pl. of <b>araany</b> sorghum
right	22	cane
