column_id	line_number	text
header		[257]
single	1	<b>पसार</b>(pasaar)nm:Expansion;varanda;hall.फैलाव,विस्तार,बरामदा
single	2	<b>पसारणू</b>(pasaarnu) v:To extend;stretch;spread. पसारना,फैलाना,विस्तृत करना
single	3	<b>पसारी</b>(pasaari)1.nf:Balcony;gallery;small varanda. आलिन्द,छज्जा,बरामदा
single	4	2.nm:Spice seller;grocer;druggist.पंसारी,किरानेवाला,औषधि विक्रेता
single	5	<b>पस्सी</b>(passee)nf:1.A small stack of straw.भूसे का एक छोटा ढेर
single	6	2.A small landslide/fallen rock. भूस्खलन,हिमस्खलन
single	7	<b>पसीतै</b>(paseetaiy)adj.Aside;aloof;isolated. अलग,एक ओर,परे
single	8	<b>पसीनू</b>(paseeNoo)nm:Sweat;perspiration. पसीना,स्वेदजल
single	9	<b>पस्सो</b>(passo)nm:Stack/mound of paddy. धान का ढेर
single	10	<b>पहड़ी</b>(paihrhi)nf:Step;stair;footstep;phase. पैड़ी,सीढ़ी,अवस्था
single	11	<b>पहड़ो</b>(paihrho)nm:A large step;stair;stage.सीढ़ी,एक बड़ा कदम
single	12	<b>पहमूं</b>(paihmu~)nm:Notion;idea;view;thought. धारणा,विचार,दृष्टि
single	13	<b>पहर</b>(paihr)n:Period of three hours.समय,तीन घंटे का समय Eg:
single	14	<b>चारे पहर</b> The whole day or night.पूरा दिन/पूरी रात,बारह घंटे
single	15	<b>अठो पहर</b> Round the clock;always. चौबीसों घंटे,हर समय
single	16	<b>पहरेदार</b>(paihre daar)nm:Sentry;observer;guard.चौकीदार,,रक्षक
single	17	<b>पहरो</b>(paihro)nm:Watch; surveillance;patrol. रक्षा कार्य, रखवाली
single	18	<b>पहल</b>(paihL)nf:Priority;preference;precedence. प्राथमिकता,प्रधानता
single	19	<b>पहल गहल</b> Primacy;maiden performance. पहल,आरंभ
single	20	<b>पहलवाण</b>(paihLwaan)P.n:Wrestler;body builder;sumo;strong.
single	21	वह व्यक्ति जो कुश्ती लड़ना सिखाए,मोटा-ताज़ा,हट्टा-कट्टा व्यक्ति
single	22	<b>पहलवाणी</b>(paihLwaani)n:Wrestling;struggle;fight. कुश्ती, संघर्ष
single	23	<b>पहलाँ</b>(pehLaa~)adv.Earlier;initially;previously.सर्वप्रथम,पूर्वकाल में
single	24	<b>पहली</b>(paihLi)nf:First;primary;former;past. प्रथम,पहली, विगत
single	25	<b>पहलो</b>(paihLo)adj.First;primary;former;previous. प्रथम,प्रारंभिक, पहले का
single	26	<b>पहलो हलो</b> First episode;attempt. पहला प्रयास,पहली घटना
single	27	<b>पहलो पूर</b> First batch or lot. पहला समूह,पहली टुकड़ी,पहला जत्था
single	28	<b>पहाड़</b>(pahaarh)n:mountain;arduous task.पहाड़,पर्वत,अत्यधिक कठिन
single	29	<b>पहाड़ी</b>(pahaarhi)1.nf:Hill;hillock;mountain. छोटा पहाड़,गिरी,पर्वत
single	30	2.adj.Hilly;hillman;highlander.पहाड़ सम्बन्धी
