column_id	line_number	text
header		গৌরী- [ 188 ] গ্রাম.
left	1	<b>*গোলাব</b>, <i>s.</i> a rose, rose water.
left	2	<b>গোলাবারুদ</b>, <i>s.</i> powder and ball.
left	3	<b>*গোলাবী</b>, <i>a.</i> having the scent or colour of
left	4	a rose, rosy, made of roses.
left	5	<b>গোলাহাঁড়ি</b>, <i>s.</i> a pot in which cow-dung and
left	6	earth is dissolved for smearing the walls
left	7	and floors of houses.
left	8	<b>গোলী</b>, <i>s.</i> a bullet, a ball, a pill.
left	9	<b>গোলোক</b>, <i>s.</i> the paradise of Krishna.
left	10	<b>গোশালা</b>, <i>s.</i> a cow-house.
left	11	<b>গোষ্ঠ</b>, <i>s.</i> a herd, a cow-pen, a cow-pasture,
left	12	a drove of cows.
left	13	<b>গোষ্ঠী</b>, <i>s.</i> lineage, descent, kindred, a race,
left	14	a genealogy, a pedigree, an assembly, a
left	15	meeting, conversation, discourse.
left	16	<b>গোষ্পদ</b>, <i>s.</i> the print of a cow's foot, the
left	17	path or track made by cows when it is
left	18	filled with water.
left	19	<b>গোসবারা</b>, <i>s.</i> an ornament for the ear; an
left	20	index of a zumeendaree account.
left	21	<b>গোসর্প</b>, or <b>গোসাপ</b>, <i>s.</i> the guana.
left	22	<b>*গোসা</b>, <i>s.</i> anger, wrath, fury, rage.
left	23	<b>গোস্তনী</b>, <i>s.</i> a grape.
left	24	<b>গোহত্যা</b>, <i>s.</i> the killing of a cow.
left	25	<b>গোহাড়</b>, <i>s.</i> the bone of a cow.
left	26	<b>গোহালী</b>, <i>s.</i> a cow-house.
left	27	<b>গোহিংসা</b>, <i>s.</i> the injuring of a cow.
left	28	<b>গৌড়</b>, <i>s.</i> a province lying north of the Gan-
left	29	ges, the ruins of the capital of which are
left	30	still very extensive; rum or spirit distil-
left	31	led from molasses. [Gour.
left	32	<b>গৌড়ীয়</b>, <i>a.</i> belonging to the province of
left	33	<b>গৌণ</b>, <i>a.</i> inferior, subordinate; <i>s.</i> inferiori-
left	34	ty, subordination; delay. [dinate.
left	35	<b>গৌণতা, -ত্ব</b>, <i>s.</i> inferiority, the being subor-
left	36	<b>গৌতম</b>, <i>s.</i> one of the names of Booddha;
left	37	also the name of a sage who was author
left	38	of the Nyaya philosophy.
left	39	<b>গৌর</b>, <i>a.</i> fair, white, pale, red, clean, pure.
left	40	<b>গৌরব</b>, <i>s.</i> importance, weight, glory, great-
left	41	ness, majesty, grandeur, honour.
left	42	<b>গৌরববান্</b>, or <b>গৌরববিশিষ্ট</b>, <i>a.</i> important,
left	43	great, respectable, honorable, glorious.
left	44	<b>গৌরবান্বিত</b>, <i>a.</i> idem.
left	45	<b>গৌরবার্হ</b>, <i>a.</i> worthy of high respect.
left	46	<b>গৌরবাসন</b>, <i>s.</i> the seat of honour.
left	47	<b>গৌরাঙ্গ</b>, <i>a.</i> white-bodied, white, fair.
left	48	<b>গৌরাঙ্গী</b>, <i>a. fem.</i> idem; <i>s.</i> a fair woman.
left	49	<b>গৌরী</b>, <i>s.</i> a name of Parvutee or Doorga, a
right	1	young girl of eight years old, a girl prior
right	2	to menstruation, a maid, a virgin, one of
right	3	the female divine energies.
right	4	<b>গৌরীপাট</b>, <i>s.</i> the lower stone of the Linga
right	5	or emblem of Shiva, which represents the
right	6	female organ of generation.
right	7	<b>গ্যান্গ্যান্ </b>, <i>im. sd.</i> used to express the whin-
right	8	ing and dissatisfied cry of children.
right	9	<b>গ্যান্গ্যানানি</b>, <i>s.</i> a whining, a querulous dis-
right	10	satisfied cry, a whimper. [whining.
right	11	<b>গ্যান্গ্যানিয়া</b>, <i>a.</i> whimpering, complaining,
right	12	<b>গ্রথিত</b>, <i>a.</i> arranged orderly (as bricks),
right	13	written, sewed through and through.
right	14	<b>গ্রন্থ</b>, <i>s.</i> a book, a writing, Scripture.
right	15	<b>গ্রন্থক</b>, <i>a.</i> placing materials in regular order;
right	16	<i>s.</i> a builder, a writer, a wickerman.
right	17	<b>গ্রন্থকর্ত্তা, গ্রন্থকার</b>, <i>s.</i> an author, a compiler,
right	18	a writer, a writer of a literary work.
right	19	<b>গ্রন্থকারক</b>, <i>a.</i> compiling books; <i>s. idem.</i>
right	20	<b>গ্রন্থগৌরব</b>, <i>s.</i> the authority of a book.
right	21	<b>গ্রন্থন</b>, <i>s.</i> the stringing of beads or other
right	22	things, the compiling of a literary work,
right	23	the orderly arranging of bricks.
right	24	<b>গ্রন্থনীয়</b>, <i>a.</i> capable of being written, com-
right	25	posed, or orderly arranged.
right	26	<b>গ্রন্থি</b>, <i>s.</i> a knot, a knob, a knuckle, a joint.
right	27	<b>গ্রন্থিত</b>, <i>a.</i> orderly arranged, platted, knot-
right	28	ted, sewed through, arranged in a build-
right	29	ing, written, compiled.
