column_id	line_number	text
header		294
left	1	<b>hrep-</b> <i>va.</i> be an impression or print (in soil,
left	2	etc.), sink, fall in; <i>syn.</i> <b>hryəp-;</b> <i>part. syn.</i>
left	3	<b>hrəp-, hryop-</b>
left	4	<b>wahʔo belahaŋʔ saʔkayʔ hreptaknəw</b>
left	5	As it goes it leaves an impression
left	6	(footprint) in the ground.
left	7	<b>hreyh-</b> <i>vt.</i> make finger movements, play
left	8	instrument (with fingers - e.g. a flute); <i>syn.</i>
left	9	<b>hryəyh-
left	10	doh hreyhti jhyacaŋʔ</b> What (instrument)
left	11	shall I play to go into a tranceʔ
left	12	<b>hres-</b> <i>va.</i> be scattered around, be untidy, dirty
left	13	(with small rubbish); <i>syn.</i> <b>hryəs-;</b>
left	14	<i>part. syn.</i> <b>hros-, hryos-</b>
left	15	<b>hreh-</b> <i>va.</i> have good taste, smell (sp.), be
left	16	tasty, pleasant (meat, curry)
left	17	<b>ʔi mayʔpay lanʔiʔa jeʔʔakan hrehlə</b>
left	18	This food an evil spirit has eaten, it is not
left	19	tasty.
left	20	<b>hrok-</b> <i>vi.</i> snore; <i>syn.</i> <b>ŋhorh-, hŋrok-</b>
left	21	<b>hrok.ŋol</b> <i>n.</i> insect (sp.), wasp or hornet,
left	22	makes hole in tree
left	23	<b>hrok.saʔ</b> <i>n.</i> soil (sp.), white or yellowish,
left	24	mixed with a flaky type of rock (from
left	25	which it is formed); <i>syn.</i> <b>bham.saʔ</b>
left	26	<b>ʔanə tomnaʔ hroksaʔ goyʔ</b> A very
left	27	large-tubered white-earth yam.
left	28	<b>bham.hrok.saʔ</b> <i>n.</i> soil (sp.), white
left	29	<b>yar.hrok.saʔ</b> <i>n.</i> soil (sp.), yellowish
left	30	<b>hroŋh</b> <i>n.</i> track, rocky and rough path, gully
left	31	track
left	32	<b>ghaŋtaŋ yado pokti sitakkani</b>
left	33	<b>hroŋhtaŋ yado sitakkani</b> They may
left	34	have killed it in a hole or going down a
left	35	gully track.
left	36	<b>hroŋh-</b> <i>vt.</i> spear, stab, impale, thrust, pound
left	37	with stick (in container); throb (ext.)
left	38	<b>ŋaʔ laʔʔi hroŋhnani</b> They impaled fish
left	39	on arrows.
left	40	<b>ŋi talaŋ ŋoʔo hroŋhʔo</b> We have aching,
left	41	throbbing heads.
left	42	<b>hros-</b> <i>va.</i> be scattered (large rubbish), untidy;
left	43	<i>part. syn.</i> <b>hres-, hros-, hryəs-, hryos-</b>
right	1	<b>hryəŋ-</b> <i>va.</i> be worn out, thin from overwork;
right	2	<i>part. syn.</i> (see <b>hrəŋ-,</b> etc.)
right	3	<b>hryən-</b> <i>vt.</i> ruffle, knock askew, scatter; <i>syn.</i>
right	4	<b>hren-</b>
right	5	<b>hryəp-</b> <i>va.</i> be pressed or crushed in (shell);
right	6	<i>syn.</i> <b>hrep-;</b> <i>part. syn.</i> <b>ryəp-, hryop-</b>
right	7	<b>hryəy-</b> <i>va.</i> be knocked out of line or place, put
right	8	in disarray; <i>part. syn.</i> <b>ren-</b> (see also <b>ryan-,</b>
right	9	<b>hren-, hryon-</b>)
right	10	<b>ʔowʔ deŋti gəmʔo siŋʔ hryəynaʔ</b> The
right	11	arranged timber is knocked out of line.
right	12	<b>hryəyh-</b> <i>vt.</i> play instrument with fingers (e.g.
right	13	flute); <i>syn.</i> <b>hreyh-</b>
right	14	<b>baŋ jhyameʔ hryəyhsateʔ naŋʔiteʔ</b>
right	15	<b>khaynəwya</b> Can you play the stone
right	16	cymbalsʔ
right	17	<b>hryəs-</b> <i>va.</i> be scattered rubbish; untidy; <i>syn.</i>
right	18	<b>hres-</b>
right	19	<b>hrya</b> <i>n.</i> useless item (leaf, etc.) because full of
right	20	holes
right	21	<b>hrya-</b> <i>va.</i> be no longer intact; be old, full of
right	22	holes (leaf, mat, etc.); <i>part. syn.</i> <b>hryo-;</b> <i>ant.</i>
right	23	<b>keh-</b>
right	24	<b>hrya.ga.baŋ</b> <i>n.</i> rock without soil
right	25	<b>hrya.ba hryu.bu</b> <i>onom.</i> decaying
right	26	<b>hryaʔ-</b> <i>vt.</i> withdraw, pull out, reduce (from
right	27	centre - esp. sticks from fire), lessen;
right	28	<i>part. syn.</i> <b>hyaʔ-, hrəy-</b>
right	29	<b>hryaŋ. hryaŋ hryoŋ. hryoŋ</b> <i>onom.</i>
right	30	sweeping out
right	31	<b>hryat</b> <i>n.</i> orphan; poor, destitute person
right	32	<b>ʔowʔ ʔanə hryat kheʔto</b> He was a very
right	33	poor person.
right	34	<b>hryat-</b> <i>vt.</i> jag, catch, snag, pull at or out,
right	35	scratch (thorn)
right	36	<b>hryan-</b> <i>vt.</i> shift, stir about, shuffle (flat lying
right	37	objects, frying food); <i>part. syn.</i> (see <b>hren-,</b>
right	38	etc.)
right	39	<b>hryap-</b> <i>vt.</i> cut and upturn scrub at field edge
right	40	(to protect from predators); <i>syn.</i> <b>gryop-;</b>
right	41	<i>part. syn.</i> <b>bhak-</b>
right	42	<b>hryam</b> <i>n.</i> tiredness
