column_id	line_number	text
header		అంగుళీ 3 అంటు
left	1	thumb; the great toe; a finger's
left	2	breadth; an inch.
left	3	<b>అంగుళి</b>, <i>n.</i> A finger; a toe.
left	4	<b>అంగుళిత్రము</b>, } <i>n.</i> A finger-protect-
left	5	<b>అంగుళిత్రాణము</b>, } or, a guard of lea-
left	6	ther or iron worn by archers on
left	7	the thumb.
left	8	<b>అంగుళిమానము</b>, <i>n.</i> A measure with
left	9	the fingers or arms, such as a
left	10	span, a cubit &c.
left	11	<b>అంగుళీయకము</b>, <i>n.</i> A finger-ring.
left	12	<b>అంగుష్ఠము</b>, <i>n.</i> The thumb; the great
left	13	toe. [tree.
left	14	<b>అంఘ్రి</b>, <i>n.</i> The foot; the root of a
left	15	<b>అంఘ్రిపము</b>, <i>n.</i> A tree.
left	16	<b>అంచలము</b>, <i>n.</i> Selvage, border, skirt.
left	17	<b>అంచితము</b>, <i>a.</i> Worshiped, revered.
left	18	<b>అంచియ</b>, } <i>n.</i> Post, a relay of horses
left	19	<b>అంచె</b>, } palanquin-bearers let-
left	20	ter-carriers &c.
left	21	<b>అంౘ</b>, <i>n.</i> A swan.
left	22	<b>అంౘన</b>, } <i>n.</i> An estimate, valua-
left	23	<b>అంౘనా</b>, } tion, appraisement.
left	24	<b>అంౘనదారుఁడు</b>, <i>n.</i> An estimator,
left	25	appraiser.
left	26	<b>అంౘు</b>, <i>n.</i> Skirt, border, selvage or
left	27	selvedge of a cloth; the edge
left	28	of a sword &c.; shore; brim.—<i>v. t.</i>
left	29	To send.
left	30	<b>అంౘులవాఁడు</b>, <i>n.</i> A painter.
left	31	<b>అంజనము</b>, <i>n.</i> Eyesalve, lampblack,
left	32	collyrium.
left	33	<b>అంజలి</b>, <i>n.</i> The hands joined palm
right	1	upwards; the palms of both
right	2	hands joined as a cup.
right	3	<b>అంజిక</b>, <i>n.</i> Fear, apprehension.
right	4	<b>అంౙ</b>, <i>n.</i> The foot; a footstep, foot-
right	5	print; a step, stride.
right	6	<b>అంౙలిగుంౙలి</b>, <i>a.</i> Fatigued, tired.
right	7	<b>అంౙయింౘు</b>, <i>v. i.</i> To hesitate, doubt.
right	8	<b>అంౙ</b>, <i>v. i.</i> To fear, be alarmed.
right	9	<b>అంౙూరు</b>, <i>n.</i> A fig; the fig tree.
right	10	<b>అంట</b>, <i>n.</i> Matted or clotted hair;
right	11	leaves stitched together so as to
right	12	serve as a platter for eating on.
right	13	—ano. fo. of <b>అనుట</b> and <b>అఁట</b>.
right	14	<b>అంటఁగట్టు</b>, <i>v. t.</i> To join together,
right	15	unite, tie up.
right	16	<b>అంటఁబట్టు</b>, <i>v. t.</i> To grasp, hold fast.
right	17	<b>అంటకట్టు</b>, } <i>v. i.</i> To become
right	18	<b>అంటకట్టుకొను</b>, } matted or clotted,
right	19	as hair. [struate.
right	20	<b>అంటగు</b>, <i>v. i.</i> To be in menses, men-
right	21	<b>అంటలు</b>, <i>n. pl.</i> Crowd, crowds.
right	22	<b>అంటలుగట్టు</b>, <i>v. i.</i> To collect or as-
right	23	semble in crowds; to become
right	24	matted or clotted, as hair.
right	25	<b>అంటసిలు</b>, }
right	26	<b>అంటసిల్లు</b>, } <i>v. t.</i> To touch, meet.
right	27	<b>అంటాకు</b>, <i>n.</i> A plantain leaf.
right	28	<b>అంటి</b>, <i>n.</i> A plantain tree.
right	29	<b>అంటింౘు</b>, <i>v. t.</i> To cause to adhere,
right	30	to attach, paste, stick, glue,
right	31	unite, join.
right	32	<b>అంటు</b>, <i>n.</i> Touch; uncleanness, de-
right	33	filement by touch, impurity, pol-
