column_id	line_number	text
header		20
left	1	fʌʌkɛ to tie tightly (cf. fʌi,
left	2	akɛ).
left	3	fʌpɨtɨ tie things together
left	4	(cf. fʌi, pɨtɨ).
left	5	fʌvii tie two things together
left	6	(cf. fʌi, vii).
left	7	fuɛ [NK] (four).
left	8	in:
left	9	kɛ̃rɛ̃fuɛ four.
left	10	çɛ̃ɛ̃fuɛ four branches.
left	11	nɛfuɛ in four days.
left	12	pɔ̃ɔ̃fuɛ four times.
left	13	fɨɨ kind of white mangrove.
left	14	fɨe [C] (four).
left	15	in:
left	16	kʌ̃rʌ̃fɨe four.
left	17	pɔ̃ɔ̃fɨe four times.
left	18	(Cf. [NK] fuɛ.)
left	19	fɨrɨ to braid. To whip with a
left	20	cord or switch.
left	21	fɨrɨpʷepʷe having a lumpy sur-
left	22	face, rough (not smooth).
left	23	G
left	24	ga 1. 1. color. 2. to tatoo.
left	25	gaarɛ its color.
left	26	ga 2. to sculpt, carve wood.
left	27	ga 3. a game (throwing darts of
left	28	coconut leaf at target of
left	29	banana bark).
left	30	ga 4. in:
left	31	garɛnũ a cluster of coconuts
left	32	with the supporting stalk
left	33	(nũ = coconut).
left	34	gaga very, completely (with
left	35	"ŋɨrɨ ""black"")."
left	36	gai (to mash, crush, flatten).
left	37	in:
left	38	kagai, (kʌgai) to work (knead)
left	39	with the fingers.
left	40	mɛgai mashed, flattened.
left	41	xagai to squeeze, crush, in
right	1	the hand.
right	2	(Variant of kai.)
right	3	gaka (bird) indigenous crow.
right	4	gara 1. spider.
right	5	gara 2. brilliant (e.g., sun,
right	6	glare).
right	7	(Syn: jikara.)
right	8	gašɔ to go and return, make a
right	9	round trip (cf. šɔ).
right	10	ge in: nɛge [C], nage [NK]
right	11	to deny.
right	12	mʷɛge to go again, to redo
right	13	something.
right	14	gɛ 1. in:
right	15	kagɛ (kʌgɛ) to pinch between
right	16	the fingers.
right	17	tagɛ (tɛgɛ) to stone (throw
right	18	stones at).
right	19	(Variant of kɛ.)
right	20	gɛ 2. from (the point of depar-
right	21	ture).
right	22	rɛ gɛi where did he come from?
right	23	rɛ gɛ Nouméa, rɛ gɛ mɛ̃ Nouméa
right	24	he has come, is coming, from
right	25	Nouméa.
right	26	(Contrast kɛ.)
right	27	gɛ 3. thou.
right	28	gɛɛ grandmother.
right	29	gɛrɛgɛrɛ coconut tree fibers.
right	30	gi to the side, out of the way.
right	31	fɛ gi get out of the way.
right	32	"(Contrast gii ""[far] away"".)"
right	33	gii 1. away.
right	34	fɛ gii go away.
right	35	xuru gii run away, flee.
right	36	pɛ gii take away.
right	37	"(Contrast gi ""[slight dis-"
right	38	"placement] out of the way"".)"
right	39	gii 2. to harm someone indirectly,
right	40	by damaging his property.
right	41	gici 1. in:
right	42	çigici to wad up (paper, cloth,
right	43	etc.).
