column_id	line_number	text
header		UME 23 UTU
header		So; Nör; Nöt.—Full; Schüle, Scotch of School.
left	1	<b>U-MEN'-I-DEM</b>, <i>v.</i>, Ekpe, <i>n.</i> (Men. I.)
left	2	Money paid to egbo for recover-
left	3	ing a debt.
left	4	<b>U-MÖN'-Ö</b>, <i>n. Ib.</i>, <i>Ef.</i>, Ukurisü,
left	5	<i>q.v.</i>
left	6	<b>U'-NAM</b>, <i>n.</i> A disease resembling
left	7	epilepsy, to which children are
left	8	liable.
left	9	<b>U'-NAÑ</b>, <i>n.</i> (Nañ). Deceit. <i>Syn.</i>,
left	10	Abiaña.
left	11	<b>U-NÏM'-E-ÑK-PÖ</b>, <i>n.</i> (Nime, ñkpö).
left	12	One of supreme authority, whose
left	13	decision is final; a despot.
left	14	<b>U'-NI-ÖÑ</b>, <i>n.</i>, (Niöñ). 1. With ënyïn,
left	15	Fierceness of look.
left	16	2. Rapacity, greed. <i>Syn.</i>, Uñwai-
left	17	ënyïn.
left	18	<b>U-NÖM'</b>, <i>v.</i>, Unömö II., <i>n.</i> (Nömö
left	19	III.) Evil fate; fortune. Owo
left	20	unöm, An unlucky man.
left	21	<b>U-NU-AK'</b>, <i>n.</i> A crushing, a beat-
left	22	ing small; a kneading. Unuak
left	23	udia, <i>Food prepared so</i>, as fufu.
left	24	<b>U-NUÑ'-U-NUÑ</b>, <i>a. & adv.</i> (Inuñ).
left	25	Salt. Möñ emi etie unuñ-unuñ,
left	26	<i>This water is salt.</i>
left	27	<b>UÑ-WEM'-E</b>, <i>n.</i> (Nweme). 1. Greedi-
left	28	ness; covetousness; voracity.
left	29	Enye adia ñkpö ke uñweme, <i>v.</i>,
left	30	okpüm, <i>He eats voraciously, or</i>
left	31	<i>takes more than his share</i>. En-
left	32	yene, <i>v.</i>, anam uñweme, <i>He has</i>
left	33	<i>a greedy habit.</i>
left	34	2. With ikä. A putting one's
left	35	word into a matter belonging
left	36	to other parties; interfering.
left	37	Owo uñweme, ikä, <i>An officious</i>
left	38	<i>man. Syn.,</i> sometimes uñwo.
left	39	<b>UÑ-WOÑ'-KPÖ</b>, <i>n.</i> (Ñwöñ, ukpö).
left	40	A drinking vessel.
left	41	<b>U'-NYÏK</b>, <i>n.</i> (Nyïk). Compulsion.
left	42	<b>U-RUK'-N-KET</b>, <i>n.</i> (Ket). A plumb
left	43	line.
left	44	<b>U-RUK'-I-KO</b>, <i>n.</i> A plant of which
left	45	rope is made.
left	46	<b>U-SAK'-ËN-YÏN</b>, <i>n.</i> Wide awakeness.
left	47	<b>U'-SAÑ</b>, <i>n.</i> (Sañ). An oven or any
left	48	vessel or place where food is pre-
left	49	pared for baking. Usañ uyo,
left	50	<i>An oven for baking bread.</i>
left	51	<b>U-SAN'-A</b>, <i>n.</i> (Sana). Cleansing;
right	1	purification. Ñkpö usana-idem,
right	2	<i>Ib., a towel, &c.</i>
right	3	<b>U-SAÑ'-A-M-FI-ÄK-HÄ</b>, <i>n.</i> (Saña,
right	4	fiäkhä). A searching for something
right	5	lost or left; gleaning.
right	6	<b>U-SIR'-I-O'-BU-BE-A-BI-A</b>, <i>n.</i> (Siri).
right	7	The first thunder-shower after
right	8	the yams are dug.
right	9	<b>U-SI-NK'-HA</b>, <i>n.</i> (Siakha). A rent;
right	10	a breaking forth. Edem usiakha,
right	11	utïn, <i>The east.</i>
right	12	<b>U-TA'-OK-PO</b>, <i>n.</i> (Ta). A large
right	13	kind of ant which attacks man.
right	14	<b>U-TAB'-A-N-SÏN</b>, <i>n.</i> (Taba II., Sïu
right	15	J.) A small dish in which a child's
right	16	allowance of food is placed. <i>Syn.,</i>
right	17	Ñköp-nsïn.
right	18	<b>U-TAÑ'-A</b>, <i>n.</i> (Tañ I.) A picking up,
right	19	collecting. Ñkpö utaña ibök, <i>v.</i>,
right	20	mbiam, &c., <i>The offerings abia-</i>
right	21	<i>idiöñ prescribes.</i> <i>Syn.</i>, Ñkpataña.
right	22	<b>U-TI'</b>, <i>n.</i> (Ti). Remembrance;
right	23	memory.
right	24	<b>U-TI'-NK-PÖ</b>, <i>n.</i> A memorial.
right	25	<b>U-TÏÑ'-E-I-BAT</b>, <i>n.</i> A number which
right	26	cannot be equally divided; an
right	27	odd number.
right	28	<b>U-TÖN'-A-KAN-AÑ-WAN</b>, <i>n.</i> A fungus
right	29	growing on trees. <i>Lit.</i>, an old
right	30	woman's ear.
right	31	<b>U-TÖÑ-I-BU-O</b>, <i>n.</i> The side of the
right	32	nostril at its opening.
right	33	<b>U-TÜ'</b>, <i>n.</i> 1. Pertness. Enye otïm
right	34	utü ke inua, <i>He is pert, forward,</i>
right	35	<i>as a child speaking a secret which</i>
right	36	<i>he overhears.</i> Others, readiness of
right	37	speech.
right	38	<b>U'-TU-A</b>, <i>n.</i> (Tua). A weeping, cry-
right	39	ing. Eyën utua, <i>A whimpering,</i>
right	40	<i>fretful child.</i>
right	41	<b>U-TUAK'-HA-N-DU-Ä</b>, <i>n.</i> (Tuaka,
right	42	duä). Stumbling. Nkpö utuakha-
right	43	nduä, <i>A stumbling block.</i>
right	44	<b>U'-TU-AT</b>, <i>n.</i> An insect or reptile
right	45	resembling a frog, but much
right	46	smaller, which inhabits some
right	47	springs. Oñwöñ möñ nte utuat,
right	48	<i>He drinks like utuat</i>, as we say,
right	49	<i>Like a fish.</i> Èbüt aman utuat,
right	50	<i>Ib.,</i> e.g., <i>The goat is very pro-</i>
right	51	<i>lific.</i>
