column_id	line_number	text
header		ยาสีฟัน — 591 — ยางสน
left	1	<b>ยาสีฟัน йā-сӣ´-фан</b> зубна́я па́ста; зубно́й
left	2	порошо́к;
left	3	<b>ยาสูบ йā-сӯпˆ</b> кури́тельный таба́к;
left	4	<b>ยาเสน่ห์ йā-саˆ-нēˆ</b> <i>см.</i> <b>ยาแฝด;</b>
left	5	<b>ยาเสพติด йā-сēпˆ-титˆ</b> <i>см.</i> <b>ยาเสพย์ติด;</b>
left	6	<b>ยาเสพย์ติด йā-сēпˆ-титˆ</b> нарко́тик; о́пиум;
left	7	<b>ยาไส้ йā-сай`</b> утоля́ть го́лод, есть;
left	8	<b>ยาหม้อ йā-мо̄`</b> снадо́бье, отва́р;
left	9	<b>ยาหยอด йā-йо̄тˆ</b> <i>мед.</i> ка́пли;
left	10	<b>ยาอม йā-ом</b> <i>мед.</i> пасти́лка;
left	11	<b>ยาอายุวัฒนะ йā-ā-йуˇ-ватˇ-тˣаˇ-наˇ</b> элик-
left	12	си́р жи́зни.
left	13	<b>ย่า йā`</b> ба́бка, ба́бушка (<i>по отцо́вской ли-</i>
left	14	<i>нии</i>);
left	15	<b>ย่าทวด йā`-тˣӯат`</b> праба́бка (<i>по отцо́вской</i>
left	16	<i>линии</i>);
left	17	<b>ย่านาง йā`-на̄нг</b> дух-храни́тель судо́в в о́б-
left	18	разе же́нщины, покрови́тельница судо́в.
left	19	<b>ยาก йāк`</b> 1. <i>прил.</i> тру́дный, тяжёлый; 2.
left	20	<i>сущ.</i> тру́дности; <b>ตกยาก токˆ-йāк`</b> а) попа́-
left	21	да́ть в беду́; испы́тывать тру́дности; б) впа-
left	22	да́ть в нужду́; быть бе́дным, нужда́ющим-
left	23	ся; 3. <i>гл. уст.</i> продава́ть себя́ в ра́бство;
left	24	<b>ยากแค้น йāк`-кˣэнˇ</b> <i>прил.</i> нужда́ющийся,
left	25	бе́дный;
left	26	<b>ยากจน йāк`-тьон</b> бе́дный, ни́щий;
left	27	<b>ยากดีมีจน йāк`-дӣ-мӣ-тьон</b> бога́тые и бе́д-
left	28	ные, иму́щие и неиму́щие;
left	29	<b>ยากเข็ญ йāк`-йен</b> <i>прил.</i> находя́щийся в
left	30	о́чень тяжёлом положе́нии;
left	31	<b>ยากไร้ йāк-райˇ</b> <i>прил.</i> бе́дный, ни́щий; не
left	32	име́ющий средств к существова́нию.
right	1	<b>ยาก йā-кˣаˇ</b> <i>пали, санскр.</i> жертвоприноше́-
right	2	ние.
right	3	<b>ยาคู йā-кˣуˇ</b> <i>пали</i> ри́совая ка́ша, каши́ца.
right	4	<b>ยาง йāнг</b> 1) каучуконо́с (<i>гл. обр. Diptero-</i>
right	5	<i>carpus turbinatus</i>); 2) каучу́к; рези́на; гут-
right	6	тапе́рча; 3) ла́текс; 4) сок (<i>растения</i>);
right	7	5) <i>перен.</i> спосо́бность чу́вствовать, ощуща́ть
right	8	(<i>что-л.</i>);
right	9	<b>ยางกรอก йāнг-кро̄кˆ</b> <i>зоол.</i> выпь (<i>Ardetta</i>
right	10	<i>cinnamomea</i>);
right	11	<b>ยางกลวง йāнг-клӯанг</b> покры́шка (<i>автомо-</i>
right	12	<i>бильная</i>);
right	13	<b>ยางขาว йāнг-кˣāу´</b> бе́лая ца́пля (<i>Bubulcus</i>
right	14	<i>ibis coromandus</i>);
right	15	<b>ยางตัน йāнг-тан</b> цельнолита́я ши́на (<i>авто-</i>
right	16	<i>мобильная, велосипедная и т. п.</i>);
right	17	<b>ยางนอก йāнг-но̄к`</b> покры́шка (<i>автомобиль-</i>
right	18	<i>ная, велосипедная и т. п.</i>);
right	19	<b>ยางน่อง йāнг-но̄нг`</b> анча́р (<i>Antiaris toxica-</i>
right	20	<i>ria</i>);
right	21	<b>ยางน้ำ йāнг-намˇ</b> жи́дкий каучу́к;
right	22	<b>ยางใน йāнг-най</b> ка́мера (<i>автомобильная</i>
right	23	<i>и т. п.</i>);
right	24	<b>ยางบอน йāнг-бо̄н</b> <i>нареч.</i> проса́чиваясь по-
right	25	немно́гу (<i>течь — о крови</i>);
right	26	<b>ยางรถ йāнг-ротˇ</b> ши́на (<i>на колесе</i>);
right	27	<b>ยางรัด йāнг-ратˇ</b> рези́нка для стя́гивания
right	28	(<i>чего-л.</i>);
right	29	<b>ยางลบ йāнг-лопˇ</b> рези́нка для стира́ния,
right	30	ла́стик;
right	31	<b>ยางล้อ йāнг-ло̄ˇ</b> <i>см.</i> <b>ยางรถ;</b>
right	32	<b>ยางสน йāнг-сон´</b> канифо́ль;
