column_id	line_number	text
header		स्तेन ( 873 ) स्त्रीघ्न
left	1	<b>स्तवकचित</i> (<b>त:</b>-<b>ता</b>-<b>तं</b>) <i>a.</i> In blossom.
left	2	<b>स्तवरक</b> (<b>कः</b>) 1. <i>m.</i> A fence.
left	3	<b>स्तवेय्य</b> (<b>य्यः</b>) 1. <i>m.</i> Indra.
left	4	<b>स्तावक</b> (<b>कः</b>) 1. <i>m.</i> A panegyrist.
left	5	<b>स्तिमित</b> (<b>तः</b>-<b>ता</b>-<b>तं</b>) <i>a.</i> Wet, moist;
left	6	steady; shaking, wavering.
left	7	<b>स्तिभि</b> (<b>भिः</b>) 2. <i>m.</i> The ocean; an
left	8	obstacle. [the <i>Yajur Veda.</i>
left	9	<b>स्तीर्णि</b> (<b>र्णिः</b>) 2. <i>m.</i> A priest versed in
left	10	<b>स्तुत</b> (<b>तः</b>-<b>ता</b>-<b>तं</b>) <i>a.</i> Praised.
left	11	<b>स्तुति</b> (<b>तिः</b>) 2. <i>f.</i> Praise, eulogy.
left	12	<b>स्तुति-पाठक</b> (<b>कः</b>) 1. <i>m.</i> A bard in the
left	13	employ of a great man, &c.
left	14	<b>स्तुति व्रत</b> (<b>तः</b>) 1. <i>m. Idem.</i>
left	15	<b>स्तुत्य</b> (<b>त्यः</b>-<b>त्या</b>-<b>त्यं</b>) <i>a.</i> That should be
left	16	praised or lauded.
left	17	<b>स्तुनक</b> (<b>कः</b>) 1. <i>m.</i> A goat.
left	18	<b>स्तुभ</b> (<b>भः</b>) 1. <i>m.</i> A he-goat.
left	19	<b>स्तुम्भ्</b> (<b>न उ.ग</b>) <b>स्तुम्नाॊति</b> 5.<i>a.</i>and <b>स्तुभ्नाति</b>
left	20	9. <i>a.</i> To stop, to be stupid as a
left	21	post. [ence.
left	22	<b>स्तुषेप्य</b> (<b>प्यं</b>) 1. <i>n.</i> Excellence, prefer-
left	23	<b>स्तूप्र</b>(<b>य</b>) <b>स्तूप्यति</b> 4. <i>a.</i> and (<b>क</b>) <b>स्तूपयति</b>
left	24	10. <i>a.</i> To heap up.
left	25	<b>स्तूप</b>(<b>पः</b>) 1. <i>m.</i> A heap, a pile of earth.
left	26	<b>स्तूयमान</b> (<b>नः</b>-<b>ना</b>-<b>नं</b>) <i>p.</i> Praised.
