column_id	line_number	text
header		175
header		<b>B</b>
left	1	<b>ba:ba?</b> <i>N</i> 'apple' (edible wasp
left	2	gall) on bloodwood (<b>ḓumuḷu?</b>).
left	3	<b>bačbara?</b> <i>N</i> pandanus mat.
left	4	<b>ba:ču?</b> <i>N</i> 1. yamstick. <i>Syn</i> <b>ḓu:ṇa?</b>.
left	5	2. a tree whose wood is made into
left	6	yamsticks, <i>Pemphis acidula</i>.
left	7	<b>baḍač-u-</b> <i>V5tr</i> to miss (e.g. in
left	8	shooting or playing didjeridu).
left	9	<b>baḍagulu?</b> <i>N</i> a large tree from
left	10	whose wood didgeridus are made,
left	11	probably rough-barked bloodwood.
left	12	<b>baḍakawk</b> <i>N</i> jungle-fowl (bird).
left	13	<i>Syn</i> <b>waykaḍa</b>.
left	14	<b>baḍaṱar</b> <i>N</i> a large rock goanna,
left	15	<i>Varanus glebopalma</i>. <i>Syn</i> <b>biṛim</b>.
left	16	<b>baḍay</b> <i>N</i> banyan tree, <i>Ficus virens</i>.
left	17	<i>Syn</i> <b>jaṇ?ba</b> (more common term).
left	18	<b>baḍikan</b> <i>N</i> sulphur-crested cockatoo.
left	19	<i>Syn</i> <b>ma:rpu?</b>, etc.
left	20	<b>ba:gay</b> <i>N</i> south. <b>ba:ga-la</b> southward.
left	21	<b>ba:guṛu</b> <i>N</i> string headband.
left	22	<b>ba:ka</b> <i>N</i> lower leg, especially the
left	23	shin bone.
left	24	<b>baka?</b> <i>N</i> spear with two hooked
left	25	wooden prongs. <i>Syn</i> <b>ma:kur</b>.
left	26	<b>bakara</b> <i>N</i> long-necked freshwater
left	27	tortoise, <i>Chelodina rugosa</i> or a
left	28	closely-related sp. <i>Cf.</i> <b>janga</b>.
left	29	<b>bakbir?</b> <i>N</i> brownish ground frog.
left	30	<i>Syn</i> <b>wu:kaṛa</b>.
left	31	<b>bak-u-</b> <i>V5intr</i> to break off, to
left	32	become broken off. <i>Caus</i>
left	33	<b>bak-(u-n-)maṛa-</b> to break off.
left	34	<b>bakuŋbakuŋ</b> <i>N</i> large frog in grass
left	35	or hollow trees.
left	36	<b>ba:l</b> <i>N</i> firewood.
left	37	<b>bala-</b> <i>Prf</i> side. <b>bala-wiṛipu</b> <i>N</i>
left	38	other side. For other combina-
left	39	tions <i>cf.</i> second element.
right	1	<b>bala</b> <i>Adv</i> that way. (Short form
right	2	of <b>ŋum-bala</b>.)
right	3	<b>bala?</b> <i>N</i> iron, metal.
right	4	<b>balaḓarḓar?</b>, <b>balaḓarkḓark</b> <i>N</i>
right	5	freshwater fish <i>sp.</i>
right	6	<b>balaka</b> <i>N</i> share, portion
right	7	(especially of food).
right	8	<b>balakiriŋ?</b> <i>N</i> that kind of thing.
right	9	Cf. <b>ḷakiriŋ?</b>.
right	10	<b>balali</b> <i>N</i> strong west wind.
right	11	<i>Syn</i> <b>guḍuwuru</b>.<i> Cf.</i> <b>ba:ra?</b>,
right	12	<b>jičiwuṛu</b>.
right	13	<b>balamuru?</b> <i>N</i> hook spear,
right	14	especially one with hooks on
right	15	both sides.
right	16	<b>balanda</b> <i>N</i> White (person).
right	17	<i>Syn</i> <b>munaŋa</b>.
right	18	<b>balanu</b> <i>Adv</i> forever, for good.
right	19	<b>balaŋ</b> <i>N</i> name of a subsection
right	20	(masc.). Fem. <b>biliñjan?</b>.
right	21	<b>balar</b> <i>N</i> march fly. <i>Syn</i> <b>ḓalpa?</b>.
right	22	<b>ba:lay?</b> away, gone away.
right	23	<b>ba:lay?</b> + <b>ŋay</b> He is (gone)
right	24	away.
right	25	<b>ba:lim?-bu-</b> <i>V5tr</i> to boil
right	26	(loanword).
right	27	<b>balin</b> <i>N</i> barramundi, <i>Lates</i>
right	28	<i>calcarifer</i>. <i>Syn</i> <b>miriči</b>.
right	29	<b>balkač</b> <i>N</i> backbone.
right	30	<b>balkaḷ</b> <i>N</i> root of water lily,
right	31	<i>Nymphaea ?gigantea</i>, found in
right	32	deep water in billabongs.
right	33	The root is irregularily shaped
right	34	and may float.
right	35	<b>balkay</b> <i>N</i> urine.
right	36	<b>balkič</b> <i>N</i> male agile (sandy)
right	37	wallaby (<b>baraŋgal</b>).
right	38	<i>Syn</i> <b>jitbiḷiri</b>, etc.
right	39	<b>balkiñ</b> <i>N</i> bitter- or sharp-
right	40	tasting. (Uncommon word
