column_id	line_number	text
header		ਆਂਉਲ਼ਾਸਾਰ.
header		ਆਂਵਲਾਸਾਰ.
header		ਇੱਕ
header		21
left	1	<b>ਔਟਾਉਣਾ</b> auṭáˌuṇá, <i>v. a.</i> To
left	2	boil; to turn upside down.
left	3	<b>ਔਟਾਈ</b> auṭáˌí, <i>s. f.</i> Boiling; price
left	4	of boiling; turning upside down.
left	5	<b>ਔਡਾ</b> auˌḍá, <i>pron.</i> As large as
left	6	he, she, or it, &c.
left	7	<b>ਔਢਾ</b> auˌḍhá, <i>s. m.</i> A strip of
left	8	leather, (especially a piece con-
left	9	nected with the stirrup of a
left	10	mounted soldier, in which his
left	11	spear rests,) a stirrup strap, a part
left	12	of the girth.
left	13	<b>ਔਤ</b> aut, <i>a.</i> Childless.
left	14	<b>ਔਤਪਰੇਤ</b> autparet, <i>a.</i> Childless;
left	15	(spoken of one bereaved.)
left	16	<b>ਔਤਾਰ</b> autárˌ <i>s. m.</i> Incarnation.
left	17	<b>ਔਤਾਰੀ ਜੀ</b> autáˌrí jíˌ <i>s. m. f.</i> An
left	18	incarnation; (spoken metaphor-
left	19	ically of one who is very de-
left	20	vout.)
left	21	<b>ਔਤ</b> aunt, <i>a.</i> Having no progeny;
left	22	i. q. <b>ਔਤ</b>.
left	23	<b>ਔਧ</b> audh, <i>s. m.</i> Promise, a-
left	24	greement; i. q. <b>ਅਵਧਿ</b>.
left	25	<b>ਔਧ</b> audh, <i>s. f.</i> Time, limit;
left	26	offspring; i. q. <b>ਅਵਧਿ</b>.
left	27	<b>ਔਲਾ ਮੌਲਾ</b> auˌlá mauˌlá, <i>a.</i> Con-
left	28	tent with the allotment of Prov-
left	29	idence.
left	30	<b>ਔਲੋਂ</b> auˌloṉ, <i>s. f.</i> An imaginary
left	31	sense of something in the flesh,
left	32	a sense of itching; c. w. <b>ਲੱਗਣੀ</b>.
left	33	<b>ਔੜ</b> auṛ, <i>s. f.</i> A dry season.
left	34	<b>ਔਂਸਰ</b> auṉˌsar, <i>s. f.</i> See <b>ਅਵਸਰ</b>.
left	35	<b>ਔਂਸਰ</b> auṉˌsar, <i>s. m.</i> See <b>ਅਵਸਰ</b>.
left	36	<b>ਔਂਸੀ</b> auṉˌsí, <i>s. f.</i> A kind of
left	37	figure, drawn on the ground in
left	38	the form of the head of a rake,
left	39	by which a superstitious ceremony
left	40	is performed, by way of prognosti-
left	41	cating the visits of friends, &c.
left	42	<b>ਆਂਉਲ਼ਾ</b> áṉˌuḷ, <i>s. f.</i> The umbilical
left	43	cord, navel string; i. q. <b>ਆਂਉਲੁ</b>.
left	44	<b>ਆਂਉਲ਼ਾ</b> áṉˌuḷá, <i>s. m.</i> A medi-
left	45	cinal fruit; i. q. <b>ਆਂਵਲਾ</b>.
left	46	<b>ਆਂਉਲ਼ਾਸਾਰ</b> áṉuḷásárˌ <i>s. f.</i> Sul-
left	47	phur; i. q. <b>ਆਂਉਲ਼ਾਸਾਰ</b>.
middle	1	<b>ਆਂਉਂ</b> áṉˌuṉ, <i>s. f.</i> Mucus from
middle	2	the bowels.
middle	3	<b>ਆਂਸੂ</b> áṉˌsú, <i>s. m.</i> A tear. Also
middle	4	<b>ਆਂਝੂ</b>.
middle	5	<b>ਆਂਚ</b> ánych, <i>s. f.</i> Heat, the
middle	6	flame of a fire, a blaze, glare;
middle	7	<b>ਆਂਚ ਲੱਗਣੀ</b>, to be kindled;
middle	8	<b>ਆਂਚ ਲਾਉਣੀ</b>, to kindle.
middle	9	<b>ਆਂਝਲ</b> ányˌjhaḷ, <i>s. f.</i> The shade
middle	10	of a demon, demoniacal influence.
middle	11	<b>ਆਂਝੂ</b> ányˌjhú, <i>s. m.</i> A tear.
middle	12	<b>ਆਂਟ</b> áṇṭ, } <i>s. f.</i> A
middle	13	<b>ਆਂਟ ਸਾਂਟ</b> áṇṭ, sáṇṭ, } knot, con-
middle	14	nexion, relationship, partnership,
middle	15	intimacy; intrigue, assignation;
middle	16	<b>ਆਂਟ ਲੱਗਣੀ</b>, to suffer loss; to
middle	17	get into a knot, to be con-
middle	18	nected; <b>ਆਂਟ ਲਾਉਣੀ</b>, to tie a
middle	19	knot, to bring about a connexion;
middle	20	to injure in trade.
middle	21	<b>ਆਂਠ</b> áṇṭh, Used with <b>ਉੱਠ</b>; as
middle	22	<b>ਉੱਠ ਆਂਠ</b>, camels and such like
middle	23	beasts of burden.
middle	24	<b>ਆਂਡ</b> áṇḍ, <i>s. m.</i> A testicle.
middle	25	<b>ਆਂਡ</b> áṇḍ, <i>s. f.</i> The spawn of
middle	26	frogs; <b>ਆਂਡ ਫੁੱਟਣੀ</b> to have a
middle	27	large progeny.
middle	28	<b>ਆਂਡਾ</b> áṇˌḍá, <i>s. m.</i> An egg;
middle	29	<b>ਆਂਡਾ ਦੇਣਾ</b>, to lay eggs.
middle	30	<b>ਆਂਡੂ</b> áṇˌḍú, <i>a.</i> Uncastrated.
middle	31	<b>ਆਂਢ ਗੁਆਂਢ</b> áṇḍhˌ guáṇḍh, <i>s. m.</i>
middle	32	Neighborhood, vicinity.
middle	33	<b>ਆਂਢਾ</b> áṇˌḍhá, <i>s. m.</i> A measure,
middle	34	trial, examination, test.
middle	35	<b>ਆਂਢਾ ਸਾਂਢਾ</b> áṇˌḍhá sáṇˌḍhá, <i>s. m.</i>
middle	36	Connexion, relationship, partner-
middle	37	ship, agreement.
middle	38	<b>ਆਂਤ</b> ánt, }
middle	39	<b>ਆਂਤੜੀ</b> ántˌṛí, } <i>s. f.</i> A gut,
middle	40	<b>ਆਂਦ</b> ánd, } an entrail.
middle	41	<b>ਆਂਦੜੀ</b> ánd,ṛí, }
middle	42	<b>ਆਂਦਾ</b> áṇˌdá, <i>v. a.</i> (perf. indic. of
middle	43	<b>ਆਣਨਾ</b>, or <b>ਆਨਣਾ</b>.) Brought.
middle	44	<b>ਆਂਵਲ਼ਾ </b> ánwˌḷá, <i>s. m.</i> The name of
middle	45	a tree and its fruit; i. q. <b>ਆਂਉਲਾ</b>.
middle	46	<b>ਆਂਵਲ਼ਾਸਾਰ</b> ánwˌḷásár, <i>s. f.</i> Sul-
middle	47	phur; i. q. <b>ਆਂਉਲ਼ਾਸਾਰ</b>.
right	1	ਇ
right	2	<b>ਇਸ</b> is, <i>pron.</i> (obl. cases of
right	3	<b>ਇਹ</b>.) This, he, she, it.
right	4	<b>ਇਸਗੰਧ</b> isgandhˌ <i>s. f.</i> The
right	5	name of a medicinal plant; i. q.
right	6	<b>ਅਸਗੰਧ</b>, and <b>ਆਸਗੰਧ</b>.
right	7	<b>ਇਸ਼ਟ</b> ist, <i>s. f.</i> Desire, a favorite
right	8	or patron deity, a beloved object.
right	9	<b>ਇਸਤ੍ਰੀ</b> isˌtrí, <i>s. f.</i> A woman, a
right	10	wife; a smoothing iron.
right	11	<b>ਇਸਪਾਤ</b> ispát, <i>s. m.</i> Steel.
right	12	<b>ਇਸੀ</b> iˌsí, <i>pron.</i> (obl. cases of
right	13	<b>ਇਹੀ</b>.) The same, this very.
right	14	<b>ਇਸ਼ਕ</b> ishk, <i>s. m.</i> Love, affec-
right	15	tion.
right	16	<b>ਇਸ਼ਕਪੇਚਾ</b> ishkpeˌchá, <i>s. m.</i> The
right	17	name of a flower, or seed.
right	18	<b>ਇਸ਼ਕ ਮੁਸ਼ਕ</b> ishkˌ mushkˌ <i>s. m.</i>
right	19	Love, making love.
right	20	<b>ਇਸ਼ਕੀ ਟਿੱਡਾ</b> ishˌkí ṭiḍˌḍá, <i>s. m.</i>
right	21	A large green grasshopper; a lov-
right	22	er of women, a man who is en-
right	23	tangled in the meshes of love.
right	24	<b>ਇਹ</b> ih, <i>pron.</i> This.
right	25	<b>ਇਹਸਾਨ</b> ihsán, <i>s. m.</i> Favor,
right	26	kindness, obligation.
right	27	<b>ਇਹਸਾਨਣ</b> ihsáˌnaṇ, <i>s. f.</i> A wo-
right	28	man who is under obligation.
right	29	<b>ਇਹਸਾਨਮੰਦ</b> ihsánmand, <i>a.</i> Hav-
right	30	ing received a favor, being un-
right	31	der obligation.
right	32	<b>ਇਹਸਾਨਮੰਦੀ</b> ihsánmanˌdí, <i>s. f.</i>
right	33	Obligation.
right	34	<b>ਇਹਸਾਨੀ</b> ihsáˌní, <i>s. m.</i> One who
right	35	is under obligation.
right	36	<b>ਇਹਾ</b> iˌhá, <i>pron.</i> Like this,
right	37	such; the same, this very, just this.
right	38	<b>ਇਹਾ ਜਿਹਾ</b> iˌhá jiˌhá, <i>pron.</i> Of
right	39	this sort, such as this.
right	40	<b>ਇਹੀ</b> iˌhí, } <i>pron.</i> The same, this
right	41	<b>ਇਹੋ</b> iˌho, } very, just this.
right	42	<b>ਇੱਕ</b> ikk, <i>a.</i> One. <b>ਇੱਕ ਛੱਤ</b>
right	43	<b>ਰਾਜ</b>, a government which extends
right	44	over the whole country, a univer-
right	45	sal government; c. w. <b>ਕਰਨਾ</b>;
right	46	<b>ਇੱਕ ਟੱਕ ਲਾਉਣੀ</b>, to give a look.
footer		F
