column_id	line_number	text
header		పొత్తిక 529 పొదుపు
left	1	<b>పొత్తిక,</b> <i>n.</i> A small fine cloth.
left	2	<b>పొత్తికడుపు,</b> <i>n.</i> The lower belly,
left	3	hypogastrium.
left	4	<b>పొత్తిగుడ్డ,</b> } <i>n.</i> A sort of linen cloth.
left	5	<b>పొత్తిచీర,</b> }
left	6	<b>పొత్తిదుంప,</b> <i>n.</i> (bot.) The root of <i>Glo-</i>
left	7	<i>riosa superba.</i>
left	8	<b>పొత్తిపంచె,</b> <i>n.</i> A sort of linen cloth.
left	9	<b>పొత్తు,</b> <i>n.</i> Friendship, amity, agree-
left	10	ment; partnership, holding in
left	11	common.
left	12	<b>పొత్తుకత్తె,</b> <i>f.</i> } <i>n.</i> A friend or com-
left	13	<b>పొత్తుకాఁడు,</b> <i>m.</i> } panion.
left	14	<b>పొత్తుగుడుౘు,</b> <i>v. i.</i> To eat together or
left	15	from the same plate or leaf.
left	16	<b>పొత్తుగుడుపు,</b> <i>n.</i> Eating together or
left	17	from the same plate or leaf.
left	18	<b>పొత్తులబిడ్డ,</b> <i>n.</i> An infant.
left	19	<b>పొత్తువు,</b> same as <b>సరస్వతి.</b>
left	20	<b>పొత్తుసేయు,</b> <i>v. i.</i> To cultivate friend-
left	21	ship (with), to court one's friend-
left	22	ship.
left	23	<b>పొత్తెము,</b> <i>n.</i> A kind of red earth
left	24	with which wrestlers smear their
left	25	bodies.
left	26	<b>పొత్రము,</b> ano. fo. of <b>పొత్తరము.</b>
left	27	<b>పొద,</b> <i>n.</i> A bush, thicket, shrub.
left	28	<b>పొదక,</b> <i>n.</i> Loud voice.
left	29	<b>పొదడు,</b> <i>n.</i> A dwarf.
left	30	<b>పొదరిల్లు,</b> <i>n.</i> A bower, an arbour, a
left	31	place overgrown with creeping
left	32	plants.
left	33	<b>పొదరు,</b> same as <b>పొద.</b>
left	34	<b>పొదరుటిల్లు,</b> same as <b>పొదరిల్లు.</b>
left	35	<b>పొదలాడు,</b> <i>v. i.</i> To prosper, thrive.
right	1	<b>పొదలిక,</b> <i>n.</i> Prospering, thriving.
right	2	<b>పొదలు,</b> <i>v. i.</i> To prosper, thrive,
right	3	flourish, increase.
right	4	<b>పొదలుకొను,</b> <i>v. i.</i> To grow, increase.
right	5	<b>పొదవెట్టు,</b> <i>v. t.</i> To hint; to attribute.
right	6	<b>పొది,</b> <i>n.</i> (అమ్ముల—) A quiver; a
right	7	barber's leather case or pouch
right	8	for keeping razors &c.
right	9	<b>పొదికట్టు,</b> } <i>n.</i> The space in front
right	10	<b>పొదిగట్టు,</b> } and under the edge of
right	11	the roof of a house, the side of
right	12	the entrance or principal door
right	13	of a house.
right	14	<b>పొదిగిలి,</b> <i>n.</i> The space between the
right	15	side and the arm or upper arm.
right	16	<b>పొదిగొను,</b> <i>v. i.</i> To crowd, to collect.
right	17	<b>పొదిటి,</b> <i>n.</i> A dwarf.
right	18	<b>పొదుఁగు,</b> <i>n.</i> The udder.
right	19	<b>పొదుక,</b> <i>n.</i> A load, weight; a parcel
right	20	or packet.
right	21	<b>పొదుగు,</b> <i>v. t.</i> To cover, envelope, to
right	22	surround, encircle; to set, as a
right	23	precious stone; to lay in a
right	24	covering or surrounding mass
right	25	or matter, to imbed or embed;
right	26	(పక్షి గ్రుడ్లను) to hatch, to sit on
right	27	or over, brood on, incubate.—
right	28	<i>n.</i> A baby's linen; see <b>పొదుఁగు.</b>
right	29	<b>పొదుగుడు,</b> <i>n.</i> Covering; setting, as
right	30	a precious stone; hatching,
right	31	brooding, incubation. <b>పొ. కోడి—</b>
right	32	a brood hen.
right	33	<b>పొదుపు,</b> <i>n.</i> Thrift, frugality, eco-
right	34	nomical management; increase,
right	35	progress.—<i>v. t.</i> To lay in a sur-
footer		67
