column_id	line_number	text
header		ܖܝܡܐ
header		18
header		ܐܦܠܘܣ
left	1	<b>ܐܣܛܪ</b> see <b>ܐܣܛ</b> and <b>ܐܣܛܠ</b>.
left	2	<b>ܐܣܛܪܐܒܐܕ</b> astarâbâd, pers. استرآباد, a city of
left	3	Persia.
left	4	<b>ܐܣܛܪ ܐܣܛܡܣ</b> istâr istamas, turk. استر استمز,
left	5	willy nilly, nolens volens.
left	6	<b>ܐܣܥܕ</b> Al. = <b>ܡܕܥܪ</b>, Lidz. 383.
left	7	<b>ܐܥܬܒܐܪ</b> ‡ itibâr, arab. turk. اعتبار, f. <i>trust,</i>
left	8	<i>confidence</i>; <b>ܒܪ ܐܥܬܒܐܪ</b> id.; <b>ܟܣܒ ܐܥܬܒܐܪ</b> a fiduciary.
left	9	<b>ܐܥܬܒܪ</b> ‡ itûbâr = prec.
left	10	<b>ܐܦ</b> âp K. as OS. = <b>ܐܘܦ</b> U., <i>also, even</i>; <b>ܐܦ ܚܢܢ</b>
left	11	<b>ܐܦ ܚܐ ܡܢܢ</b> âp khâ minan K. = <b>ܐܘܦ ܚܐ</b> U., <i>not one of us</i>;
left	12	<b>ܐܦ ܠܐ</b> not even. See <b>ܐܦܢ</b>.
left	13	<b>ܐܦܐ</b> see <b>ܐܦ</b>.
left	14	<b>ܐܦܘ</b> see <b>ܐܦ</b>.
left	15	<b>ܐܦܘܕܐ</b> see <b>ܐܦܝܕܐ, ܐܝܦܕ, ܐܝܦܘܕ</b>.
left	16	<b>ܐܝܦܘܕܐ</b> ipûdâ, OS. 'į, f. 1, an <i>ephod</i>.
left	17	<b>ܐܦܘܠܘܢ</b> âpûlûn, OS. '<b>ܐܦܘ</b>, <i>Apollyon</i>, Rev. ix. 11.
left	18	<b>ܐܦܘܠܘܢܝܐ</b> âpûlûniyâ, OS., <i>Apollonia</i>, Acts
left	19	xvii. 1.
left	20	<b>ܐܦܝܘܣ ܦܘܪܘܣ</b> âpîyûs pûrûs, OS., <i>Appii Forum</i>,
left	21	Acts xxviii. 15.
left	22	<b>ܐܦܝܩܘܪܘܣ</b> apiqûrûs, OS., m. <i>Epicurus</i>, Acts
left	23	xvii. 18; <b>ܐܦܝܩܘܪܝܐ</b>, OS., an <i>Epicurean</i>.
left	24	<b>ܐܦܠܝ</b> âpali, OS., m. <i>Apelles</i>, Rom. xvi. 10.
left	25	<b>ܐܦܝܠܓܘܢ</b> âpilghûn, OS., m. <i>Phlegon</i>, Rom.
left	26	xvi. 14.
left	27	<b>ܐܦܠܘ</b> âpalû, OS., m. <i>Apollos</i>, 1 Cor. i. 12.
left	28	<b>ܐܦܢ</b> âpin, OS. = <b>ܐܢ ܕܝܢ</b>, <i>although, even if</i>; often
left	29	answered redundantly by <b>ܐܝܦ</b> or <b>ܕܝܢ</b>, <i>yet</i>.
left	30	<b>ܐܦܢܕܝ</b> afendi K., turk. افندی fr. <i>αὐθέντης</i>,
left	31	m. 1, 1) a <i>gentleman</i>. 2) as a title after a
left	32	man's name = <i>Mr.</i> 3) <i>Sir</i> (vocative). In Al.
left	33	Ash. <b>ܐܦܢܕܝܡ</b> <i>Sir, my Lord</i>, as turk. افندم.
left	34	<b>ܐܦܢܛܘܣ</b> âpinṭûs, OS., m. <i>Epenetus</i>, Rom.
left	35	xvi. 5.
left	36	<b>ܐܦܣ ܕܡܝܡ</b> apis damim, Psh. <b>ܐܦܣ ܕܡܝܢ</b>, <i>Ephes-</i>
left	37	<i>dammim</i>, 1 Sam. xvii. 1.
left	38	<b>ܐܦܣܘܢ</b> apsûn, or <i>af-</i>, pers. افسون, f. <i>serpent-</i>
left	39	<i>charming</i>.
left	40	<b>ܐܦܣܘܢܓܝ</b> apsûnchî, <i>af-</i>, az. turk. افسونچی,
left	41	m. 1, a <i>serpent-charmer</i>.
left	42	<b>ܐܦܣܘܣ</b> âpisûs, OS., <i>Ephesus</i>, Eph. i. 1; <b>ܐܦܣܝܐ</b>,
left	43	OS., an <i>Ephesian</i>.
right	1	<b>ܐܦܣܢܬܘܣ</b> apsintûs, OS. *, <i>ἀψίνθιον</i>, <i>absinth,</i>
right	2	<i>wormwood</i>.
right	3	<b>ܐܦܣܩܘܦܐ</b> apisqûpâ, OS. *, m. 1, <i>ἐπίσκοπος</i>,
