column_id	line_number	text
header		56
left	1	<b>wii 1.</b> (variant of wi 6)
left	2	in:
left	3	<b>t̪ewii</b> to be hanged.
left	4	<b>wiinãta</b> blood vessels.
left	5	<b>wii 2.</b> image (sculpture,
left	6	reflection), spirit, soul.
left	7	<b>wii 3.</b> to open (as a pot, book,
left	8	door).
left	9	<b>wii 4.</b> a kind of tree.
left	10	<b>wii 5.</b> (variant of wi 1)
left	11	in: <b>wiiroa</b> to take something
left	12	out of the water.
left	13	<b>wiaa ə</b> rods used to support roofing.
left	14	<b>wie</b> rain.
left	15	<b>wiebe</b> to stun or kill with a
left	16	blow of a stick (cf. [M]
left	17	pʷãɛbe; wi 3, be).
left	18	<b>wiɣai</b> to cut into small pieces
left	19	(cf.  wi 2, ɣai 2).
left	20	<b>wiho</b> to water (as watering
left	21	plants) (cf. wi 1, ho 3).
left	22	<b>winã</b> intestines (cf. wi 6).
left	23	<b>wiinãta</b> blood vessels (= <b>wããta</b>)
left	24	(cf. wii 1, ta 2).
left	25	<b>winɔ̃</b> to follow a road, a spoor;
left	26	to continue a narrative.
left	27	in:
left	28	<b>fii winɔ̃</b> to follow road, path,
left	29	stream.
left	30	<b>šii winɔ̃</b> [M] to follow a road,
left	31	path, stream.
left	32	<b>ši winɔ̃</b> to continue a narrative.
left	33	<b>wiñi</b> a kind of fishing spear.
left	34	<b>winɔ̃ɔ̃ 1.</b> an indigenous banana
left	35	without edible fruit. <b>2.</b> now-
left	36	adays, various cannas.
left	37	<b>wio</b> everything related to an
left	38	activity; its paraphernalia.
left	39	<b>wiɔ</b> the sling.
left	40	<b>wiře</b> in:
left	41	<b>wiře nawa</b> coconut husk.
left	42	<b>wiři</b> to throw, throw away.
right	1	<b>wiraa</b> [M] salt water, wave
right	2	(cf. təyə).
right	3	<b>wirau</b> to be exhausted (of the
right	4	supply of something) (cf. wi 2,
right	5	rau).
right	6	<b>wirə</b> to cut in two (cf. wi 2,
right	7	rə 2).
right	8	<b>wiri</b> second person plural
right	9	pronoun (subject, object,
right	10	possessive).
right	11	<b>wiria 1.</b> to split something by
right	12	hitting with a blunt instrument
right	13	(cf. [M] pʷãria; wi 3, ria).
right	14	<b>wiria 2.</b> to split something
right	15	with a cutting implement (cf.
right	16	wi 2, ria).
right	17	<b>wiiroa</b> to take something out of
right	18	the water (cf. wii 5, roa 2).
right	19	<b>wiṯɔ</b> to come up from a dive
right	20	(cf. wi 1).
right	21	<b>wiwiři</b> properly, in the right
right	22	manner.
right	23	<b>pee wiwiři</b> to watch carefully.
right	24	<b>wowe</b> elephant ear taro.
right	25	<b>wɔ 1.</b> fruit, a drop (of liquid)
right	26	(cf. [M] wa 4).
right	27	<b>wɔ 2.</b> in:
right	28	<b>wɔdɛ̃ɛ̃wɛ̃</b> beach.
right	29	<b>wɔ 3.</b> the reverse side, the
right	30	bottom or the back, of something.
right	31	in: <b>wɔəřə</b> the nape of the neck.
right	32	<b>wɔba</b> sustaining wall of yam
right	33	field.
right	34	<b>wɔdewɔ</b> neck (also recorded as
right	35	wadewɔ)
right	36	<b>wɔdewɔnĩ</b> his neck.
right	37	(cf. wɔ 3, dewɔ)
right	38	<b>wɔdɛ̃ɛ̃wɛ̃</b> beach (cf. wɔ 2, dɛ̃ɛ̃wɛ̃).
right	39	<b>wɔdɔ</b> string of coconut fiber.
right	40	<b>wɔəřə</b> the nape of the neck
right	41	(cf. wɔ 3).
right	42	<b>wɔɔpu</b> a plant, 'haricot sauvage'.
