column_id	line_number	text
header		ܐܲܓ݂ܵܐ 10 ܐܸܓܸ݂ܪܵܐ
left	1	<b>ܐܲܓ݂ܵܐ</b> (—ܵܐ) [T. آقا] Mt. <i>m.</i> A lord;
left	2	a landlord; master.
left	3	<b>ܐܸܓ݂ܝܼܛ</b> [T. اگید] <i>m.</i> A Young man;
left	4	brave, heroic.
left	5	<b>ܐܲܓ݂ܝܼܪܵܐ</b> (—ܹܐ) Mt. <i>m.</i> Brave; rich;
left	6	smart in everything.
left	7	<b>ܐܸܕܝܘܿܡ</b> 2 <i>adv.</i> To-day (an erroneous
left	8	pronunciation of the word <b>ܗܵܕܝܼܘܼܡ</b>).
left	9	<b>ܐܲܓ݂ܵܝܘܼܬ݂ܵܐ</b> (—ܵܬ݂ܹܐ) Lordship, master-
left	10	ship.
left	11	<b>ܐܸܓܸ݂ܠ</b> (—ܹܐ) [P. آغیل] <i>m.</i> A sheep-
left	12	cot, sheep-fold.
left	13	<b>ܐܲܓ݂ܵܝܵܢܹܐ</b> [T. P. آقایانه] <i>adv.</i> Masterly; gal-
left	14	lantly, nobly.
left	15	<b>ܐܲܓ݂ܵܝܵܢܘܼܬ݂ܵܐ</b> Gallantry; nobleness.
left	16	<b>ܐܵܓ݂ܝܼܨ ܦܸܣܩܝܼ</b> [T. آجی قیجی lit. ‘bitter
left	17	herb’] <i>f.</i> In such a phrase as,
left	18	<b>ܡܵܘܬܸܒ݂ܠ ܐܵܓ݂ܝܼܨ ܦܸܣܩܝܼ</b> ‘to gall one’s
left	19	enemies’.
left	20	<b>ܐܸܓ̰ܝܼܪܵܐ</b> (—ܹܐ) [A. اجير] <i>m.</i> The mal-
left	21	treatment or abuse which a slave or
left	22	a hired laborer is liable to encounter
left	23	(the plural form is more common).
left	24	<b>ܐܸܓ̰ܝܼܪܘܼܬ݂ܵܐ</b> (—ܵܬ݂ܹܐ) [cs.] Alk. <i>m.</i> A mer-
left	25	cenary; a hired laborer, a hireling
left	26	(euphonically spelled also <b>ܐܸܓ̰ܝܼܪܘܼܬ݂ܵܐ</b>).
left	27	<b>ܐܲܓ݂ܪܝܼܕ݂ܵܐܓ݂</b>, <b>ܐܲܓ݂ܪܝܼܕ݂ܵܐܚ</b> [T. آغرداغ] <i>m.</i> Mount
left	28	Ararat.
right	1	<b>ܐܸܓ̰ܝܼܪܬ݂ܵܐ</b> (—ܵܬ݂ܹܐ) <i>f.</i> A woman hireling.
right	2	<b>ܐܸܓ̰ܪܵܐ</b> [cs.] <i>f.</i> A piece of silver;
right	3	earnest money; reward.
right	4	<b>ܐܲܓ̰ܵܝܬ݂ܵܐ</b> (—ܵܬ݂ܹܐ) A lady; the feminine
right	5	of the title <b>ܐܲܓ݂ܵܐ</b>.
right	6	<b>ܐܲܓ݂ܙܵܐ</b>, (—ܹܐ, —ܵܬ݂ܵܐ) [T. اوکچه] <i>f.</i>
right	7	Heel, A pivot or spur of a door.
right	8	See <b>ܡܲܫܪܵܐ</b>.
right	9	<b>ܐܸܓ̰ܸܠ</b> [A. اجل] <i>f.</i> The hour of death,
right	10	the predestined time, death; doom.
right	11	<b>ܐܸܓ݂ܠܸܒ</b> [A. اغلب] <i>adj.</i> Most, the greater
right	12	part.
right	13	<b>ܐܸܓ݂ܠܲܒܵܐ</b>, <b>ܐܲܓ݂ܠܲܒܵܐܝܼܬ݂</b> [A. اغلباً] <i>ult. adv.</i>
right	14	Chiefly, mostly.
right	15	<b>ܐܲܓ݂ܠܲܒܸܢܓ̰ܝܼ</b> (—ܹܐ) [A. P. اقلّبند] <i>m.</i> A
right	16	maker or seller of notions, a
right	17	haberdasher.
right	18	<b>ܐܸܓ̰ܠܵܘܿܬ݂ܵܐ</b> (—ܹܐ) [k.] <i>m.</i> A frying pan.
right	19	<b>ܐܸܓ̰ܠܵܣܚܵܢܵܐ</b> (—ܹܐ) [A. اجلاس] <i>f.</i> A com-
right	20	mittee, council; an assembly; a
right	21	session; congress.
right	22	<b>ܐܲܓ̰ܲܠܵܐ</b> [A. عجلة] TiA. <i>f.</i> A carriage,
right	23	cart, wagon; Lidz. S. S. 179. 12.
right	24	Comp. <b>ܥܲܓ̰ܲܠܵܐ</b>.
right	25	<b>ܐܲܓ̰ܲܡ</b> [A. عجم] <i>n.</i> and <i>adj.</i> Persia, a
right	26	Persian; a barbarian (more cor-
right	27	rectly <b>ܥܲܓ̰ܲܡ</b>).
right	28	<b>ܐܸܓܸ݂ܪܵܐ</b> (—ܹܐ) [cs.] Mt. A water spring.
