column_id	line_number	text
header		329 ZHP
single	1	<b>ZHU</b> <b>𒌉𒎌  𒆍𒀭𒊏 𒆠𒊭 𒀀𒈾 𒊑𒂊𒋗𒋾</b><!-- tur-mesh bab3-an-ra ki-sa20 a-na ri-e-shu-ti -->
single	2	<b>𒋗𒇻𒆪 𒀭𒀀 𒍢𒅔𒁲 𒅇 𒄵𒋼</b><!-- su-lu-ku a-na ẓi2-in-di u3 bir-te -->
single	3	<b>𒍪𒀪𒌑𒍪 𒌑𒉺𒄭𒅕</b><!-- zu-aḫ-u2-zu u2-pa-ḫi-ir -->, turi Babel-ki sa ana
single	4	resuti suluku ana ẓindi va birte zuhuzu upaḥir; <i>the young men of Babylon</i>
single	5	<i>who at the head went, to strong chains and bonds I brought.</i>—Black St. iv. 32.
single	6	These passages should explain each other, but any explanation I can suggest
single	7	is unsatisfactory; the chains and bonds may be simply guarantees and obligations,
single	8	because the conclusion which follows the last quoted passage states that the writer
single	9	aggregated these men to the people of Babylon, under restrictions.
single	10	<b>ZHI</b> <b>𒍝𒀪𒄿𒊑</b><!-- za-ʾa-i-ri -->, za'iri; <i>Enemies.</i> Heb. <b>צור</b> or <b>צָרַר</b>.
single	11	<b>𒄿𒈾 𒄑𒇀 𒅪 𒅀 𒈲 𒋾 < /b><!-- i-na giš-gigir KAxKIB ia muš ti-->
single	12	<b>𒊓𒉿𒈾𒀜 𒍝𒀪𒄿𒊑 𒄿𒈾 𒊌𒃰/b><!-- sa-pi-na-at za-ʾa-i-ri i-na ug-gad -->
single	13	<b>𒈜𒁉𒅀 𒅈𒋫𒆏</b><!-- lib-bi-ia ar-ta-kab -->, ina rukub taḥa̧ẓi-ya ẓirti
single	14	ṣapinat ẓairi ina uqqum labbi-ya artakab; <i>in my lofty war-chariot, the</i>
single	15	<i>sweeper of enemies, in the vengeance of my heart I drove.</i>—Sen. T. v. 57.
single	16	"¶ In the following passage I am inclined to compare <i>za'iri</i> with <b>צָעִיר</b>, ""small,"
single	17	"weak:""—"
single	18	<b>𒆷 𒈠𒄀𒊑 𒀀𒈾𒅈  𒀝  𒈪</b><!-- la ma-gi-ri a-na-ar ak-mi -->
single	19	<b>𒍝𒀪𒄿𒊑 𒈠𒁕 𒍑𒋼 𒅆</b><!--  za-ʾa-i-ri ma-da uš-te inu  -->
single	20	<b>𒉌𒌨𒍑𒋫 𒄠𒈪𒄴</b><!-- ni-ur-uš-ta am-mi-aḫ -->, la magiri anar akvi
single	21	ẓa'iri mada ustesir ma nisī ustammiḥ; <i>the rebellious I rejected, I burned;</i>
single	22	<i>the lowly greatly I have strengthened</i> [<i>or the poor I have enriched</i>], <i>and the</i>
single	23	<i>people I have rejoiced.</i>—E.I.H. ii. 25.
single	24	I now think that <i>ẓa'iri</i> of the first extract is a variant spelling of <i>ẓayari</i>. See p. 338.
single	25	<b>ZHP</b> <b>𒍣𒀪𒉿</b><!-- zi-ʾa-pi -->, zihpi; <i>storehouse.</i> Arabic <b>ﺰَﻌَﻓَ</b>.
single	26	<b>𒆠𒄿𒉈𒅎 𒀭 𒍣𒀪𒉿 𒁲𒄭</b><!-- ki-i-bil-im an zi-ʾa-pi di-ḫi -->
single	27	<b>𒀊𒉌 𒈠 𒍏 𒆠𒆗𒋙 𒀾𒁍 𒊌</b><!-- ab-ni ma uruda ki-rib-šu2 aš2-bu-uq -->, kí ṭaim ili zihpi
single	28	diṭi abni ma eri kirib-su asbuk; <i>by the command of the god a strong store-</i>
single	29	<i>house I built, and metal in it I accumulated.</i>—Neb. Yun. 79.
single	30	See parallel passage in p. 224, under <i>Diddi</i>. In that passage I had forgotten
single	31	"the value of <b>𒀭𒈠</b><!-- an-ma -->, ""myself,"" and translated ""by command of the god,"""
single	32	"instead of ""by my own wish."" Probably we have the same intention here, and"
single	33	<b>𒈠</b><!-- ma --> may have been omitted by inadvertence. Read 79 for 71 in the note there. I
single	34	find <i>multa accepit</i> in Castell as a value of <i>za'afa</i> in the eighth conjugation.
footer		2 U
