column_id	line_number	text
left	1	<i>звание горы.</i> <i>Ср.</i> <b>абса, авха, ав-</b>
left	2	<b>шак, апша, ауша.</b>
left	3	[<i>Нег</i> <b>афсакан</b> берестяна́я ко-
left	4	ро́бка, <i>Орок</i> <b>хапсау</b>; <i>Ман</i> <b>абса</b>
left	5	коро́бка для же́нского рукоде́лия;
left	6	<i>Бур-Монг, Монг</i> <b>абса</b> я́щик].
left	7	<b>австралияган</b> австрали́ец.
left	8	<b>австрияган</b> австри́ец.
left	9	<b>автобаза</b> автоба́за.
left	10	<b>автобиография</b> автобиогра́фия.
left	11	<b>автобус</b> авто́бус.
left	12	<b>автобусты</b> авто́бусный.
left	13	<b>автомат</b> автома́т (<i>в разн. знач.</i>).
left	14	<b>автоматты</b> автомати́ческий (<i>в</i>
left	15	<i>разн. знач.</i>).
left	16	<b>автомашина</b> автомаши́на.
left	17	<b>автомобилилва: автомобилил-</b>
left	18	<b>ва о̄дярӣ завод</b> автомоби́льный
left	19	заво́д.
left	20	<b>автомобиль</b> автомоби́ль; <b>илэл-</b>
left	21	<b>вэ нгэнэвуктэвӯн автомоби́ль,</b>
left	22	<b>илэлвэ нгэнэвуктэвкӣ автомо-</b>
left	23	<b>биль</b> легковой автомоби́ль; <b>тэвӯл-</b>
left	24	<b>вэ нгэнэвуктэвӯн автомоби́ль,</b>
left	25	<b>тэвӯлвэ нгэнэвуктэвкӣ авто-</b>
left	26	<b>мобиль</b> грузово́й автомоби́ль.
left	27	<b>автомобильнги</b> автомоби́ль-
left	28	ный; <b>автомобильнги шинан</b> ав-
left	29	томоби́льная ши́на.
left	30	<b>автоно̄мия</b> автоно́мия.
left	31	<b>автоно̄мнай</b> автоно́мный; <b>авто-</b>
left	32	<b>но̄мнай советскай республика</b>
left	33	автоно́мная сове́тская респу́блика.
left	34	<b>автор</b> а́втор.
left	35	<b>авторды</b> а́вторский (<i>относя-</i>
left	36	<i>щийся к автору</i>).
left	37	<b>авторитет</b> авторите́т.
left	38	<b>авторитетычӣ</b> авторите́тный;
left	39	<b>нунган авторитетычӣ</b> он по́ль-
left	40	зуется авторите́том.
left	41	<b>авторнгӣ</b> а́вторский (<i>принадле-</i>
left	42	<i>жащий автору</i>).
left	43	<b>автотранспорт</b> автотра́нспорт.
left	44	<b>автотранспортты</b> автотра́нс-
left	45	портный; <b>автотранспортты кон-</b>
left	46	<b>тора</b> автотра́нспортная конто́ра.
left	47	<b>аву-мӣ</b> <i>Втм</i> вы́тереть; <i>см.</i> <b>тэ-</b>
left	48	<b>сӣ-мӣ</b> 1.
left	49	<b>авувӯн</b> <i>П-Т, Н, Е, И, Учр,</i>
left	50	<i>Урм</i> умыва́льник.
left	51	<b>авул</b> <i>Е, И, Брг, З, Алд, Учр,</i>
left	52	<i>Сх</i> 1) о́пухоль; 2) нары́в.
right	1	<b>авул-мӣ I</b> <i>П-Т, Е, И, Брг, З,</i>
right	2	<i>Алд, Учр</i> 1) распу́хнуть, оте́чь
right	3	(<i>о лице</i>); 2) нарва́ть (<i>о нарыве</i>).
right	4	<i>Ср.</i> <b>аул-мӣ.</b>
right	5	[<i>Нег</i> <b>авул-</b>, <i>Эвен</i> <b>авал-</b>, <i>Орок</i>
right	6	<b>хаулу-</b>, <i>Удэ</i> <b>аули-</b>, <i>Ульч</i> <b>хаули-</b>,
right	7	<i>Нан</i> <b>хаоло-</b> распу́хнуть].
right	8	<b>авул-мӣ II</b> 1) <i>П-Т, Н, И, С-Б,</i>
right	9	<i>Бнт, Брг, Алд, Учр, Урм, Сх</i>
right	10	нача́ть мы́ться; 2) <i>З, Алд,</i> нача́ть
right	11	вытира́ть; <i>см.</i> <b>тэсӣ-мӣ</b> 1.
right	12	<b>авӯмӣ</b> <i>Е, И, Сх</i> ста́рая ша́пка.
right	13	<b>авӯн</b> ша́пка. <i>Ср.</i> <b>абӯн, аӯн,</b>
right	14	<b>хобун.</b>
right	15	[<i>Сол, Нег, Эвен</i> <b>авун</b>, <i>Ороч,</i>
right	16	<i>Удэ</i> <b>ау, аун</b>, <i>Орок</i> <b>апу</b>, <i>Ульч</i>
right	17	<b>апу (н)</b>, <i>Нан</i> <b>апон</b>].
right	18	<b>а̄вӯн I</b> <i>Урм</i> крова́ть; <i>см.</i> <b>а̄мкин.</b>
right	19	<b>а̄вун II</b> <i>С-Б</i> пе́сня; <i>см.</i> <b>икэ̄н I.</b>
right	20	<b>авунчхи-мӣ</b> <i>Е, И, Учр</i> скуча́ть;
right	21	<i>см.</i> <b>агӯл-мӣ</b> 2, <b>агӯн-мӣ</b> 2.
right	22	<b>авуптын</b> 1) <i>П-Т, Н, И, Хнг</i>
right	23	полоте́нце; 2) <i>Е, З, Алд, Урм</i>
right	24	стру́жки для вытира́ния посу́ды;
right	25	3) <i>Учр</i> моча́лка; 4) <i>В-Л</i> вода́ для
right	26	умыва́ния. <i>Ср.</i> <b>ауптын.</b>
right	27	<b>авус</b> <i>С, В-Л, Тнг, З, Алд, Хнг,</i>
right	28	<i>Учр, Чмк, Сх с прит. суфф.</i> муж
right	29	ста́ршей сестры́; зять.
right	30	[<i>Эвен</i> <b>авас</b>, <i>Ороч, Удэ</i> <b>ауси,</b>
right	31	<i>Як</i> <b>абус</b>].
