column_id	line_number	text
left	1	<b>ENGLISH.</b>
left	2	Great-grandmother
left	3	Green, <i>a.</i>
left	4	Greet, <i>v.</i>
left	5	Grey, <i>a.</i> (hoary)
left	6	Ground, <i>s.</i> (bot-
left	7	tom, foundation)
left	8	Grudge, <i>s.</i>
left	9	Guest, <i>s.</i> (customer,
left	10	stranger)
left	11	Gulf, <i>s.</i>
left	12	Gunpowder, <i>s.</i>
left	13	Hail, <i>s.</i>
left	14	Hair, <i>s.</i>
left	15	Half, <i>s.</i>
left	16	Half-an-hour
left	17	Half moon
left	18	Hand, <i>s.</i>
left	19	Hand, <i>v.</i> (to de-
left	20	liver)
left	21	VOL. VI.
center	1	<b>CIRCASSIAN.</b>
center	2	سِیهزشا اِیهسْزا { seehz-shá
center	3	eehs-zâ
center	4	سْخانْتِه shkhántey
center	5	سلام سپِهطِیش { selám
center	6	spéhtish}
center	7	وواهشْوِه wáhshwey
center	8	زپِّت zéppét
center	9	طلوغِی ایِهزه tlohġhee-eehzey
center	10	خادشه khadshe
center	11	طِیشِیلِپْلَاغَا { teesheeley-
center	12	plaġhá }
center	13	شِه نِر sheyner
center	14	سْخازِی - یِهز
center	15	s'kháhzee, yeehz
center	16	شاطْصِه - سخاطسِی
center	17	shátzey, s-kháhtsee
center	18	نُوهقا noohká
center	19	ساعَت نوق sâ-ât nok
center	20	ماسِی نوق másee nok
center	21	اویگ öyg, اِه ey
center	22	The او or <i>ö</i> is pronounced
center	23	as the و in the Turkish
center	24	word بورك, or as the
center	25	<i>eu</i> in the French word
center	26	<i>"peur."</i>
center	27	سه لُوات قاخوش
center	28	sey-loo-át-kâkhoosh
right	1	<b>TURKISH.</b>
right	2	بیوك والده نڭ
right	3	اناسی
right	4	یشیل
right	5	سلام
right	6	قر - كوك
right	7	تمل - اصل -
right	8	دیب - محلّه
right	9	غرض - كین
right	10	مسافر- مشتری
right	11	كورفز
right	12	باروت
right	13	دولو - طولو
right	14	صاچ - قل - توی
right	15	یارم
right	16	یارم ساعت
right	17	یارم ای
right	18	ال
right	19	مراسله
right	20	<i>e</i>
